gspp_id,gspp_title,gspp_level,coverage,confidence,gs_ids,gs_titles,rationale,gap_notes,model,timestamp
GC.6.1,Festlegung von Zielen für die Informationssicherheit,normal-SdT,voll,1.00,GC.6.1,GC.6.1: Festlegung von Zielen für die Informationssicherheit,"Die Grundschutz++-Anforderung GC.6.1 ist eine identische Kopie der klassischen IT-Grundschutz-Anforderung GC.6.1. Sowohl der [statement] als auch der [guidance]-Teil stimmen wortwörtlich überein. Da die GS++-Anforderung somit exakt die Anforderungen der GS-Anforderung widerspiegelt, ist die Abdeckung vollumfänglich gegeben.",,google/gemma-4-26b-a4b-it,2026-04-22T15:12:50
GC.6.1.1,Festlegung einer Sicherheitsstrategie,normal-SdT,teilweise,0.85,GC.6.1.3,GC.6.1.3: Erstellung einer Sicherheitsleitlinie,"Die GS++-Anforderung GC.6.1.1 fordert die Festlegung einer grundlegenden Strategie zur Erreichung der Sicherheitsziele. Die Anforderung GC.6.1.3 (Erstellung einer Sicherheitsleitlinie) deckt diesen Aspekt inhaltlich ab, da in deren Guidance explizit erwähnt wird, dass die Sicherheitsleitlinie eine 'Informationssicherheitsstrategie' enthalten muss. Da die GS++-Anforderung jedoch spezifisch die Strategie als eigenständiges Element (SOLL-Anforderung) adressiert, während GC.6.1.3 die Strategie lediglich als Bestandteil der Leitlinie beschreibt, ist die Abdeckung als 'teilweise' einzustufen.","Die GS++-Anforderung fokussiert auf die explizite Festlegung der Strategie als prozessualen Schritt/Dokument. In den IT-Grundschutz-Kandidaten ist die Strategie nur als Teilinhalt der Sicherheitsleitlinie (GC.6.1.3) vorgesehen, nicht als eigenständiges, isoliertes Element, das die GS++-Anforderung in ihrer spezifischen Tiefe (Fokus auf übergeordneten Ansatz und Prinzipien als eigenständige Vorgabe) vollumfänglich spiegelt.",google/gemma-4-26b-a4b-it,2026-04-22T15:12:50
GC.6.1.2,Verpflichtung der Institutionsleitung,normal-SdT,voll,1.00,GC.6.1.2,GC.6.1.2: Verpflichtung der Institutionsleitung,"Die GS++-Anforderung GC.6.1.2 ist in diesem Fall identisch mit der vorliegenden IT-Grundschutz-Anforderung [1] GC.6.1.2. Da der Text, das Statement und die Guidance der GS++-Anforderung exakt den Inhalten des Kandidaten entsprechen, ist eine vollständige inhaltliche Abdeckung gegeben.",,google/gemma-4-26b-a4b-it,2026-04-22T15:12:50
GC.6.1.3,Erstellung einer Sicherheitsleitlinie,normal-SdT,voll,1.00,GC.6.1.3; GC.6.1.4; GC.6.1.2; GC.6.1.1,GC.6.1.3: Erstellung einer Sicherheitsleitlinie; GC.6.1.4: Freigabe der Sicherheitsleitlinie; GC.6.1.2: Verpflichtung der Institutionsleitung; GC.6.1.1: Festlegung einer Sicherheitsstrategie,"Die GS++-Anforderung GC.6.1.3 ist inhaltlich eine identische Spiegelung der klassischen Grundschutz-Anforderung GC.6.1.3. Die weiteren Aspekte der Leitlinie (Ziele, Strategie, Rollen, Verantwortlichkeiten der Leitung), die in der Guidance von GC.6.1.3 gefordert werden, werden durch die spezifischen Kandidaten GC.6.1.1 (Strategie), GC.6.1.2 (Verantwortung der Leitung), GC.6.1.3 (Erstellung der Leitlinie selbst) und GC.6.1.4 (Freigabe durch Leitung) vollumfänglich abgedeckt. Die Kombination dieser Anforderungen deckt den gesamten Lebenszyklus und Inhalt der Leitlinie ab.",,google/gemma-4-26b-a4b-it,2026-04-22T15:12:50
GC.6.1.4,Freigabe der Sicherheitsleitlinie,normal-SdT,voll,1.00,GC.6.1.4,GC.6.1.4: Freigabe der Sicherheitsleitlinie,"Die Grundschutz++-Anforderung GC.6.1.4 ist identisch mit der IT-Grundschutz-Anforderung GC.6.1.4. Sie fordert die Autorisierung der Sicherheitsleitlinie durch die Institutionsleitung, was durch den Kandidaten [1] (GC.6.1.4) eins zu eins abgedeckt wird.",,google/gemma-4-26b-a4b-it,2026-04-22T15:12:50
GC.7.1,Verfahren und Regelungen,normal-SdT,voll,0.95,GC.2.1; GC.2.2,GC.2.1: Festlegung des externen Kontextes der Institution; GC.2.2: Festlegung des internen Kontextes der Institution,"Die GS++-Anforderung GC.7.1 fordert ein Verfahren zur Sammlung, Integration und Priorisierung aller relevanten Rahmenbedingungen (Compliance Management). Dies umfasst sowohl die externen als auch die internen Rahmenbedingungen. Die Kandidaten GC.2.1 (Festlegung des externen Kontextes) deckt die externen Rahmenbedingungen (rechtlich, regulatorisch, technologisch etc.) ab, während GC.2.2 (Festlegung des internen Kontextes) die internen Rahmenbedingungen (Strategien, Strukturen, Prozesse etc.) abdeckt. Zusammen bilden sie das in GC.7.1 geforderte Verfahren zur Erfassung der Gesamtheit der Rahmenbedingungen ab.",,google/gemma-4-26b-a4b-it,2026-04-22T15:12:50
GC.7.1.1,Gesetzliche Verpflichtungen,normal-SdT,voll,0.90,GC.2.1; GC.7.1,GC.2.1: Festlegung des externen Kontextes der Institution; GC.7.1: Verfahren und Regelungen,"Die GS++-Anforderung GC.7.1.1 fordert die Analyse und Dokumentation gesetzlicher Verpflichtungen. Diese wird durch die Kombination zweier Anforderungen vollständig abgedeckt: GC.2.1 (Festlegung des externen Kontextes) verlangt explizit die Analyse und Dokumentation rechtlicher und regulatorischer Rahmenbedingungen als Teil des externen Kontexts. GC.7.1 (Verfahren und Regelungen) stellt sicher, dass das Compliance-Management ein Verfahren zur Sammlung, Integration und Priorisierung aller relevanten Rahmenbedingungen (was die gesetzlichen Verpflichtungen einschließt) verankert. Zusammen decken sie sowohl die Identifikation (Kontext) als auch die prozessuale Einbindung (Verfahren) der gesetzlichen Pflichten ab.",,google/gemma-4-26b-a4b-it,2026-04-22T15:12:50
GC.7.1.2,Anhörung zuständiger Stellen,normal-SdT,voll,1.00,GC.7.1.2,GC.7.1.2: Anhörung zuständiger Stellen,"Die Grundschutz++-Anforderung GC.7.1.2 ('Anhörung zuständiger Stellen') ist in der bereitgestellten Kandidatenliste identisch mit der IT-Grundschutz-Anforderung [1] GC.7.1.2. Da die Anforderungen textlich und inhaltlich (Statement und Guidance) absolut deckungsgleich sind, ist eine vollständige Abdeckung gegeben.",keine,google/gemma-4-26b-a4b-it,2026-04-22T15:12:50
GC.7.1.3,Vertragliche Verpflichtungen,normal-SdT,teilweise,0.85,GC.7.1,GC.7.1: Verfahren und Regelungen,"Die GS++-Anforderung GC.7.1.3 fordert explizit die Dokumentation der Zusammenstellung vertraglicher Verpflichtungen. Die Anforderung GC.7.1 (Verfahren und Regelungen) deckt dies als Teil des übergeordneten Compliance-Management-Verfahrens ab, da die Guidance zu GC.7.1 explizit nennt, dass das Compliance Management sicherstellen muss, dass auch 'vertragliche Verpflichtungen' eingehalten werden. Da GC.7.1 jedoch ein prozessualer Baustein ist, der das gesamte Spektrum (gesetzlich, regulatorisch, vertraglich) abdeckt, wird die spezifische Detailforderung der Dokumentation der 'Zusammenstellung' der vertraglichen Pflichten durch den prozessualen Rahmen zwar adressiert, aber nicht als eigenständiger, spezifischer Prüfpunkt für die Dokumentation der Verträge selbst isoliert.","Die Kandidaten decken den prozessualen Rahmen ab (GC.7.1), jedoch gibt es keine Anforderung, die sich ausschließlich und detailliert auf die reine Dokumentation/Zusammenstellung der vertraglichen Verpflichtungen konzentriert, ohne sie mit gesetzlichen oder regulatorischen Rahmenbedingungen zu vermischen. GC.7.1.1 bezieht sich nur auf gesetzliche Pflichten, was eine unvollständige Abdeckung der vertraglichen Komponente darstellt.",google/gemma-4-26b-a4b-it,2026-04-22T15:12:50
GC.7.1.4,Prävention von Verstößen,normal-SdT,keine,1.00,,,"Die Grundschutz++-Anforderung GC.7.1.4 zielt spezifisch auf die Prävention von Verstößen durch organisatorische Maßnahmen wie Schulungen, die Integration von Compliance in Freigabeprozesse und die Förderung einer Fehlerkultur ab. Die untersuchten Kandidaten decken zwar das Compliance-Management allgemein ab (z. B. GC.7.1 zur Sammlung von Rahmenbedingungen, GC.7.1.1/GC.7.1.3 zur Analyse von Pflichten), adressieren aber nicht die in der Guidance explizit genannten präventiven Verhaltens- und Prozessmaßnahmen (Schulungen, Fehlerkultur, Testprozesse). Es besteht somit keine inhaltliche Übereinstimmung hinsichtlich der präventiven Umsetzungsebene.","Die Kandidaten konzentrieren sich auf die Identifikation und Dokumentation von Compliance-Verpflichtungen (Recht/Vertrag), während die GS++-Anforderung die methodische Prävention von Verstößen (Schulung, Fehlerkultur, Prozessintegration) fordert.",google/gemma-4-26b-a4b-it,2026-04-22T15:12:50
