gspp_id,gspp_title,gspp_level,coverage,confidence,gs_ids,gs_titles,rationale,gap_notes,model,timestamp
GC.6.1,Festlegung von Zielen für die Informationssicherheit,normal-SdT,voll,1.00,GC.6.1,GC.6.1: Festlegung von Zielen für die Informationssicherheit,"Der Kandidat [1] GC.6.1 weist exakt denselben Inhalt und Wortlaut wie die Zielanforderung auf. Sowohl der [statement]-Teil (MUSS konkrete und messbare Ziele festlegen) als auch der [guidance]-Teil (Bezug zu Geschäftszielen, Messbarkeit, Beispiel, Kontext/Parteien) sind identisch. Es liegt keine inhaltliche Lücke vor, da die Anforderung der Wahl 'identischen' Text aus dem Kompendium selbst entspricht. Kein weiterer Kandidat ist notwendig, da der minimale Set die Abdeckung vollständig leistet.",,qwen/qwen3.5-flash-02-23,2026-04-22T15:42:06
GC.6.1.1,Festlegung einer Sicherheitsstrategie,normal-SdT,voll,1.00,GC.6.1.1,GC.6.1.1: Festlegung einer Sicherheitsstrategie,"Der Kandidat [1] (GC.6.1.1) enthält exakt denselben Text wie die Zielanforderung (ID, Titel, Statement, Guidance). Die Abdeckung ist vollständig und 1:1 identisch. Kein weiterer Kandidat wird benötigt, da die Anforderung direkt durch die Identität des Kandidatentextes abgedeckt wird. Redundanz wird durch die Selektion des Minimumssets vermieden.",,qwen/qwen3.5-flash-02-23,2026-04-22T15:42:06
GC.6.1.2,Verpflichtung der Institutionsleitung,normal-SdT,keine,0.92,GC.6.1.2,GC.6.1.2: Verpflichtung der Institutionsleitung,"Kandidat [1] GC.6.1.2 — Verpflichtung der Institutionsleitung ist eine EXAKTE ÜBEREINSTIMMUNG mit der Zielanforderung. Beider Titel, ID (GC.6.1.2), Statement und Guidance sind identisch formuliert. Die guidance deckt vollständig die wesentlichen Aspekte ab: Gesamtverantwortung, Überwachung der Sicherheitsziele, Förderung des ISMS durch Beteiligung, Bestätigung der IS-Organisation, Unterstützung der Integration, Ressourcenbereitstellung und kontinuierliche Verbesserung. Keine anderen Kandidaten aus der Liste können diese Anforderung besser abdecken. Andere Kandidaten wie [4] GC.6.1.3 erwähnen zwar die Gesamtverantwortung in der guidance, fokussieren aber primär auf die Erstellung der Sicherheitsleitlinie.",,qwen/qwen3.5-flash-02-23,2026-04-22T15:42:06
GC.6.1.3,Erstellung einer Sicherheitsleitlinie,normal-SdT,voll,0.95,GC.6.1.3,GC.6.1.3: Erstellung einer Sicherheitsleitlinie,"Der Kandidat [1] GC.6.1.3 enthält exakt denselben Statement- und Guidance-Text wie die Zielanforderung GC.6.1.3 ('Erstellung einer Sicherheitsleitlinie'). Alle geforderten Inhalte, einschließlich der Kommunikation an Mitarbeitende, der Orientierungsfunktion und der spezifischen Komponenten der Leitlinie (Verantwortung der Leitung, Ziele, Strategie, Rollen, kontinuierliche Verbesserung), werden durch Kandidat [1] vollständig abgedeckt. Ein minimales Set, da keine weiteren Kandidaten erforderlich sind.",,qwen/qwen3.5-flash-02-23,2026-04-22T15:42:06
GC.6.1.4,Freigabe der Sicherheitsleitlinie,normal-SdT,voll,1.00,GC.6.1.4,GC.6.1.4: Freigabe der Sicherheitsleitlinie,"Der Kandidat GC.6.1.4 (Listentitel [1]) enthält exakt den gleichen Inhalt wie die Zielanforderung GC.6.1.4. Beide fordern, dass die festgelegte Sicherheitsleitlinie durch die Institutionsleitung autorisiert werden MUSS. Da ID und Statement textidentisch vorliegen, ist die Abdeckung vollständig und es werden keine weiteren Kandidaten benötigt.",,qwen/qwen3.5-flash-02-23,2026-04-22T15:42:06
GC.7.1,Verfahren und Regelungen,normal-SdT,voll,1.00,GC.7.1,GC.7.1: Verfahren und Regelungen,"Der Kandidat [1] GC.7.1 — Verfahren und Regelungen entspricht exakt dem enthaltenen Zieltext der Grundschutz++-Anforderung GC.7.1 bezüglich Statement (MUSS ein Verfahren zur Sammlung, Integration und Priorisierung ... verankern) und Guidance (Compliance Management stellt sicher, dass alle gesetzlichen, regulatorischen und vertraglichen Verpflichtungen ... eingehalten werden ...). Da der Textinhalt identisch ist, wird die Anforderung vollständig abgedeckt. Weitere Unterkandidaten (z.B. GC.7.1.1) sind zwar inhaltlich zugehörig, aber für die Abdeckung der übergeordneten Verfahrens-MUSS-Anforderung nicht zwingend notwendig, da sie SOLLTE-Anforderungen darstellen, die durch die Verankerung eines übergeordneten Verfahrens (GC.7.1) indirekt adressiert werden.",,qwen/qwen3.5-flash-02-23,2026-04-22T15:42:06
GC.7.1.1,Gesetzliche Verpflichtungen,normal-SdT,voll,1.00,GC.7.1.1,GC.7.1.1: Gesetzliche Verpflichtungen,"Kandidat [1] GC.7.1.1 'Gesetzliche Verpflichtungen' ist inhaltlich identisch mit der GS++-Anforderung GC.7.1.1. Beide beschreiben exakt gleiche Anforderungen zur Analyse und Dokumentation gesetzlicher Verpflichtungen bei der Informationsverarbeitung, inklusive gleicher Guidance-Beispiele (Cyber Resilience Act, DSGVO, BDSG, TKG, etc.) und gleicher Pflichtaussage ('SOLLTE die Analyse ... ausführen'). Die anderen Kandidaten beziehen sich auf verwandte, aber unterschiedliche Themenbereiche (vertragliche Verpflichtungen, Anhörung zuständiger Stellen, allgemeines Compliance-Management, etc.) und tragen nicht zur Abdeckung der spezifischen gesetzliche Obligationen-Thematik zusätzlich bei.",,qwen/qwen3.5-flash-02-23,2026-04-22T15:42:06
GC.7.1.2,Anhörung zuständiger Stellen,normal-SdT,voll,1.00,GC.7.1.2,GC.7.1.2: Anhörung zuständiger Stellen,"Der Kandidat [1] GC.7.1.2 — Anhörung zuständiger Stellen enthält exakt denselben Statement- und Guidance-Text wie die Zielanforderung GC.7.1.2 aus GS++. Der Inhalt beschreibt die gleiche Pflicht ('SOLLTE ... zuständige Stellen in der Institution anhören') und listet dieselben Beispiele für zuständige Stellen (Rechtsabteilung, Datenschutzbeauftragte, etc.) auf. Da die Anforderungen wortwörtlich identisch sind, liegt Vollabdeckung vor.",,qwen/qwen3.5-flash-02-23,2026-04-22T15:42:06
GC.7.1.3,Vertragliche Verpflichtungen,normal-SdT,voll,1.00,GC.7.1.3,GC.7.1.3: Vertragliche Verpflichtungen,Der gelistete Kandidat [1] mit der ID GC.7.1.3 'Vertragliche Verpflichtungen' enthält eine Textidentität zur Zielanforderung GS++ GC.7.1.3. Sowohl der Statement-Text (SOLLTE die Zusammenstellung vertraglicher Verpflichtungen... dokumentieren) als auch der Guidance-Text sind inhaltlich deckungsgleich. Das Thema (Dokumentation vertraglicher Verpflichtungen bzgl. Informationsverarbeitung) und der Regelcharakter (SOLLTE) stimmen exakt überein.,,qwen/qwen3.5-flash-02-23,2026-04-22T15:42:06
GC.7.1.4,Prävention von Verstößen,normal-SdT,voll,1.00,GC.7.1.4,GC.7.1.4: Prävention von Verstößen,"Kandidat [1] GC.7.1.4 — Prävention von Verstößen ist identisch mit der Zielanforderung GC.7.1.4. Statement und Guidance sind wortgleich: Beide verlangen die Verankerung von Verfahren zur Prävention gegen Verstöße und listen dieselben Beispielverfahren auf (zielgruppengerechte Schulungen, Berücksichtigung von Compliance-Verpflichtungen bei Freigabe- und Testprozessen, Förderung konstruktiver Fehlerkultur). Alle drei wesentlichen Aspekte der Prävention sind vollständig abgedeckt. Alle anderen Kandidaten (GC.7.1, GC.7.1.1, GC.7.1.2, GC.7.1.3) behandeln Vor- oder Nachgelagerte Compliance-Aspekte (Verpflichtungsermittlung, Anhörung) ohne spezifische Präventionsmaßnahmen. Kandidaten aus GC.5/6/1/2 sind thematisch getrennt (Schutzbedarfseinstufung, Sicherheitsstrategie, ISMS-Grundlagen).",,qwen/qwen3.5-flash-02-23,2026-04-22T15:42:06
