gspp_id,gspp_title,gspp_level,coverage,confidence,gs_id,gs_title,gs_baustein,gs_level,rationale,gap_notes,decision,discriminator_reasoning,original_model,discriminator_model,timestamp
GC.5.1.2,Festlegung des Schutzbedarfs,normal-SdT,voll,1.00,GC.5.1.2,Festlegung des Schutzbedarfs,,normal-SdT,"Die Grundschutz++-Anforderung GC.5.1.2 ist identisch mit der im Kompendium gelisteten Kandidaten-Anforderung [1] GC.5.1.2. Da der Text der GS++-Anforderung eine exakte Kopie der klassischen Grundschutz-Anforderung ist, ist die inhaltliche Abdeckung vollumfänglich gegeben.",,keep,"Einzige vorhandene Anforderung und vollständige, exakte Entsprechung der GS++-Anforderung. Sie deckt alle Kernaspekte ab: Festlegung des Schutzbedarfs für relevante Geschäftsprozesse und Informationsarten, Berücksichtigung der Geschäftsziele sowie Abstimmung mit der Institutionsleitung. Ohne sie wäre kein Kernaspekt abgedeckt.",google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:20:12
GC.5.1.3,Geschäftsprozesse mit hohem Schutzbedarf,normal-SdT,voll,1.00,GC.5.1.3,Geschäftsprozesse mit hohem Schutzbedarf,,normal-SdT,"Die Grundschutz++-Anforderung GC.5.1.3 ist eine identische Kopie der vorhandenen IT-Grundschutz-Anforderung [1] GC.5.1.3. Da die GS++-Anforderung exakt den Wortlaut und die inhaltliche Forderung der klassischen Anforderung übernimmt (dedizierte Risikobetrachtung für hohen Schutzbedarf sowie verbindliche Vorgaben zur Methodik in einem separaten Dokument), besteht eine vollständige Deckung durch die Anforderung GC.5.1.3.",,keep,"Dieser Kandidat deckt alle Kernaspekte der GS++-Anforderung vollständig ab: die dedizierte Risikobetrachtung für Geschäftsprozesse oder Informationsarten mit hohem Schutzbedarf sowie die Vorgabe verbindlicher Methodik in einem separaten Dokument. Es gibt keinen weiteren Kandidaten im Set, der diese Aspekte ergänzen oder ersetzen könnte.",google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:20:12
GC.6.1,Festlegung von Zielen für die Informationssicherheit,normal-SdT,voll,1.00,GC.6.1,Festlegung von Zielen für die Informationssicherheit,,normal-SdT,"Die Grundschutz++-Anforderung GC.6.1 ist eine exakte Identität mit der Kandidaten-Anforderung [1] GC.6.1. Alle inhaltlichen Aspekte – die Pflicht zur Festlegung konkreter, messbarer Ziele auf Basis der Rahmenbedingungen sowie die inhaltliche Ausrichtung an Geschäftszielen und Interessen der Parteien – sind in der Kandidaten-Anforderung identisch abgebildet.",,keep,"Notwendig: Die Anforderung ist eine exakte Abbildung der GS++-Anforderung und deckt alle Kernaspekte vollständig ab (konkrete und messbare Ziele für Informationssicherheit auf Basis der Rahmenbedingungen, mit Bezug zu Geschäftszielen/Interessen der Parteien). Es gibt keine alternative Anforderung im Set, die diesen Aspekt besser oder zusätzlich abdeckt.",google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:20:12
GC.6.1.1,Festlegung einer Sicherheitsstrategie,normal-SdT,voll,1.00,GC.6.1.1,Festlegung einer Sicherheitsstrategie,,normal-SdT,"Die Grundschutz++-Anforderung GC.6.1.1 ist identisch mit der Kandidaten-Anforderung [1] GC.6.1.1. Da der Text der GS++-Anforderung exakt dem Inhalt der klassischen IT-Grundschutz-Anforderung entspricht (Festlegung einer grundlegenden Strategie zur Erreichung der Sicherheitsziele gemeinsam mit der Institutionsleitung), ist eine vollständige inhaltliche Übereinstimmung gegeben.",,keep,"Nicht redundant: Die Anforderung ist identisch zur GS++-Anforderung und deckt alle Kernaspekte ab (grundlegende Sicherheitsstrategie, gemeinsam mit der Institutionsleitung, zur Erreichung der Informationssicherheitsziele). Ohne sie ginge kein Aspekt verloren.",google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:20:12
GC.6.1.2,Verpflichtung der Institutionsleitung,normal-SdT,voll,1.00,GC.6.1.2,Verpflichtung der Institutionsleitung,,normal-SdT,"Die Grundschutz++-Anforderung GC.6.1.2 ist identisch mit der klassischen IT-Grundschutz-Anforderung [1] GC.6.1.2. Da die GS++-Anforderung exakt den Text und die Guidance der Standard-Anforderung übernimmt, ist die inhaltliche Abdeckung absolut vollständig.",,keep,"Notwendig und nicht redundant: Diese Anforderung ist der einzige Kandidat im Set und beschreibt die GS++-Anforderung vollständig und exakt, einschließlich der formalen Zuweisung der Verpflichtung der Institutionsleitung sowie der in der Guidance genannten Verantwortungs-, Ziel- und ISMS-Förderungsaspekte. Ohne sie ginge der Kernaspekt vollständig verloren.",google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:20:12
GC.6.1.3,Erstellung einer Sicherheitsleitlinie,normal-SdT,voll,1.00,GC.6.1.3,Erstellung einer Sicherheitsleitlinie,,normal-SdT,"Die Grundschutz++-Anforderung GC.6.1.3 ist identisch mit der Kandidaten-Anforderung GC.6.1.3. Da die GS++-Anforderung exakt den Text und die Inhalte des IT-Grundschutz-Kompendiums widerspiegelt (Erstellung der Leitlinie inkl. Inhalten wie Strategie, Rollen und Verantwortlichkeiten), ist eine vollständige inhaltliche Abdeckung gegeben.",,keep,Diese Anforderung ist der einzige Kandidat und deckt die GS++-Anforderung vollständig und direkt ab: Festlegung einer passenden Sicherheitsleitlinie für die Institution inklusive der in der Leitlinie genannten Inhalte. Ohne sie wäre der Kernaspekt der Anforderung nicht abgedeckt.,google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:20:12
GC.6.1.4,Freigabe der Sicherheitsleitlinie,normal-SdT,voll,1.00,GC.6.1.4,Freigabe der Sicherheitsleitlinie,,normal-SdT,"Die Grundschutz++-Anforderung GC.6.1.4 ('Freigabe der Sicherheitsleitlinie') ist identisch mit der Kandidaten-Anforderung GC.6.1.4. Beide fordern explizit, dass die festgelegte Sicherheitsleitlinie durch die Institutionsleitung autorisiert werden muss. Es besteht eine 1:1-Übereinstimmung in Inhalt, Anforderungsniveau und Zielsetzung.",,keep,"Notwendig, da diese Anforderung exakt den Kernaspekt der GS++-Anforderung abdeckt: Die festgelegte Sicherheitsleitlinie muss durch die Institutionsleitung autorisiert/freigegeben werden. Es gibt keine andere Anforderung im Set, die diesen Aspekt abdeckt.",google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:20:12
GC.7.1,Verfahren und Regelungen,normal-SdT,voll,0.95,GC.7.1.1,Gesetzliche Verpflichtungen,,normal-SdT,"Die Grundschutz++-Anforderung GC.7.1 fordert die Verankerung eines Verfahrens zur Sammlung, Integration und Priorisierung aller relevanten Rahmenbedingungen (gesetzlich, regulatorisch, vertraglich). Die Kandidaten decken dies in ihrer Gesamtheit ab: GC.7.1.1 adressiert die gesetzlichen Verpflichtungen, GC.7.1.3 die vertraglichen Verpflichtungen sowie GC.7.1.2 die Einbindung zuständiger Stellen (Integration/Prozess). GC.7.1.4 ergänzt die regulatorische Komponente durch die Prävention von Verstößen. Zusammen bilden diese Anforderungen das vollständige Verfahren zur Handhabung der genannten Rahmenbedingungen ab.",keine,keep,Keine Entscheidung erhalten - als notwendig betrachtet,google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:20:12
GC.7.1,Verfahren und Regelungen,normal-SdT,voll,0.95,GC.7.1.2,Anhörung zuständiger Stellen,,normal-SdT,"Die Grundschutz++-Anforderung GC.7.1 fordert die Verankerung eines Verfahrens zur Sammlung, Integration und Priorisierung aller relevanten Rahmenbedingungen (gesetzlich, regulatorisch, vertraglich). Die Kandidaten decken dies in ihrer Gesamtheit ab: GC.7.1.1 adressiert die gesetzlichen Verpflichtungen, GC.7.1.3 die vertraglichen Verpflichtungen sowie GC.7.1.2 die Einbindung zuständiger Stellen (Integration/Prozess). GC.7.1.4 ergänzt die regulatorische Komponente durch die Prävention von Verstößen. Zusammen bilden diese Anforderungen das vollständige Verfahren zur Handhabung der genannten Rahmenbedingungen ab.",keine,keep,Keine Entscheidung erhalten - als notwendig betrachtet,google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:20:12
GC.7.1,Verfahren und Regelungen,normal-SdT,voll,0.95,GC.7.1.4,Prävention von Verstößen,,normal-SdT,"Die Grundschutz++-Anforderung GC.7.1 fordert die Verankerung eines Verfahrens zur Sammlung, Integration und Priorisierung aller relevanten Rahmenbedingungen (gesetzlich, regulatorisch, vertraglich). Die Kandidaten decken dies in ihrer Gesamtheit ab: GC.7.1.1 adressiert die gesetzlichen Verpflichtungen, GC.7.1.3 die vertraglichen Verpflichtungen sowie GC.7.1.2 die Einbindung zuständiger Stellen (Integration/Prozess). GC.7.1.4 ergänzt die regulatorische Komponente durch die Prävention von Verstößen. Zusammen bilden diese Anforderungen das vollständige Verfahren zur Handhabung der genannten Rahmenbedingungen ab.",keine,keep,Keine Entscheidung erhalten - als notwendig betrachtet,google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:20:12
GC.7.1,Verfahren und Regelungen,normal-SdT,voll,0.95,GC.7.1.3,Vertragliche Verpflichtungen,,normal-SdT,"Die Grundschutz++-Anforderung GC.7.1 fordert die Verankerung eines Verfahrens zur Sammlung, Integration und Priorisierung aller relevanten Rahmenbedingungen (gesetzlich, regulatorisch, vertraglich). Die Kandidaten decken dies in ihrer Gesamtheit ab: GC.7.1.1 adressiert die gesetzlichen Verpflichtungen, GC.7.1.3 die vertraglichen Verpflichtungen sowie GC.7.1.2 die Einbindung zuständiger Stellen (Integration/Prozess). GC.7.1.4 ergänzt die regulatorische Komponente durch die Prävention von Verstößen. Zusammen bilden diese Anforderungen das vollständige Verfahren zur Handhabung der genannten Rahmenbedingungen ab.",keine,keep,Keine Entscheidung erhalten - als notwendig betrachtet,google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:20:12
GC.7.1.1,Gesetzliche Verpflichtungen,normal-SdT,voll,0.95,GC.7.1.1,Gesetzliche Verpflichtungen,,normal-SdT,"Die GS++-Anforderung GC.7.1.1 (Gesetzliche Verpflichtungen) fordert die Analyse und Dokumentation gesetzlicher Pflichten. Dies wird durch die Kandidaten vollumfänglich abgedeckt: GC.7.1.1 deckt den Kerninhalt (Analyse/Dokumentation) identisch ab; GC.7.1 stellt sicher, dass ein Verfahren zur Sammlung dieser Rahmenbedingungen verankert ist; GC.7.1.2 ergänzt den Prozess durch die Einbindung zuständiger Stellen (Rechtsabteilung etc.); GC.2.1 adressiert die Identifikation rechtlicher Rahmenbedingungen als Teil des externen Kontextes; und GC.3.1 stellt sicher, dass die Anforderungen der externen interessierten Parteien (wie Gesetzgeber) ermittelt und als verbindliche Verpflichtungen aufgenommen werden.",keine,keep,Deckt den Kernaspekt direkt und vollständig ab: Analyse und Dokumentation der gesetzlichen Verpflichtungen zur Informationsverarbeitung. Ohne diese Anforderung ginge der eigentliche Zielinhalt verloren.,google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:20:12
GC.7.1.1,Gesetzliche Verpflichtungen,normal-SdT,voll,0.95,GC.7.1.2,Anhörung zuständiger Stellen,,normal-SdT,"Die GS++-Anforderung GC.7.1.1 (Gesetzliche Verpflichtungen) fordert die Analyse und Dokumentation gesetzlicher Pflichten. Dies wird durch die Kandidaten vollumfänglich abgedeckt: GC.7.1.1 deckt den Kerninhalt (Analyse/Dokumentation) identisch ab; GC.7.1 stellt sicher, dass ein Verfahren zur Sammlung dieser Rahmenbedingungen verankert ist; GC.7.1.2 ergänzt den Prozess durch die Einbindung zuständiger Stellen (Rechtsabteilung etc.); GC.2.1 adressiert die Identifikation rechtlicher Rahmenbedingungen als Teil des externen Kontextes; und GC.3.1 stellt sicher, dass die Anforderungen der externen interessierten Parteien (wie Gesetzgeber) ermittelt und als verbindliche Verpflichtungen aufgenommen werden.",keine,remove,"Fordert nur die Anhörung zuständiger Stellen. Das ist ein möglicher Umsetzungsschritt, aber kein notwendiger Kernaspekt der Anforderung 'Gesetzliche Verpflichtungen' und wird durch die direkte Anforderung GC.7.1.1 nicht benötigt.",google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:20:12
GC.7.1.1,Gesetzliche Verpflichtungen,normal-SdT,voll,0.95,GC.7.1,Verfahren und Regelungen,,normal-SdT,"Die GS++-Anforderung GC.7.1.1 (Gesetzliche Verpflichtungen) fordert die Analyse und Dokumentation gesetzlicher Pflichten. Dies wird durch die Kandidaten vollumfänglich abgedeckt: GC.7.1.1 deckt den Kerninhalt (Analyse/Dokumentation) identisch ab; GC.7.1 stellt sicher, dass ein Verfahren zur Sammlung dieser Rahmenbedingungen verankert ist; GC.7.1.2 ergänzt den Prozess durch die Einbindung zuständiger Stellen (Rechtsabteilung etc.); GC.2.1 adressiert die Identifikation rechtlicher Rahmenbedingungen als Teil des externen Kontextes; und GC.3.1 stellt sicher, dass die Anforderungen der externen interessierten Parteien (wie Gesetzgeber) ermittelt und als verbindliche Verpflichtungen aufgenommen werden.",keine,remove,"Sehr allgemeine Verfahrensanforderung zur Sammlung, Integration und Priorisierung aller Rahmenbedingungen. Der spezifische Aspekt 'gesetzliche Verpflichtungen analysieren und dokumentieren' ist bereits präziser durch GC.7.1.1 abgedeckt, daher redundant.",google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:20:12
GC.7.1.1,Gesetzliche Verpflichtungen,normal-SdT,voll,0.95,GC.2.1,Festlegung des externen Kontextes der Institution,,normal-SdT,"Die GS++-Anforderung GC.7.1.1 (Gesetzliche Verpflichtungen) fordert die Analyse und Dokumentation gesetzlicher Pflichten. Dies wird durch die Kandidaten vollumfänglich abgedeckt: GC.7.1.1 deckt den Kerninhalt (Analyse/Dokumentation) identisch ab; GC.7.1 stellt sicher, dass ein Verfahren zur Sammlung dieser Rahmenbedingungen verankert ist; GC.7.1.2 ergänzt den Prozess durch die Einbindung zuständiger Stellen (Rechtsabteilung etc.); GC.2.1 adressiert die Identifikation rechtlicher Rahmenbedingungen als Teil des externen Kontextes; und GC.3.1 stellt sicher, dass die Anforderungen der externen interessierten Parteien (wie Gesetzgeber) ermittelt und als verbindliche Verpflichtungen aufgenommen werden.",keine,remove,"Adressiert den externen Kontext allgemein, einschließlich rechtlicher und regulatorischer Rahmenbedingungen. Das ist breiter als die gesuchten gesetzlichen Verpflichtungen und daher für diese GS++-Anforderung redundant.",google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:20:12
GC.7.1.1,Gesetzliche Verpflichtungen,normal-SdT,voll,0.95,GC.3.1,Analyse der externen interessierten Parteien,,normal-SdT,"Die GS++-Anforderung GC.7.1.1 (Gesetzliche Verpflichtungen) fordert die Analyse und Dokumentation gesetzlicher Pflichten. Dies wird durch die Kandidaten vollumfänglich abgedeckt: GC.7.1.1 deckt den Kerninhalt (Analyse/Dokumentation) identisch ab; GC.7.1 stellt sicher, dass ein Verfahren zur Sammlung dieser Rahmenbedingungen verankert ist; GC.7.1.2 ergänzt den Prozess durch die Einbindung zuständiger Stellen (Rechtsabteilung etc.); GC.2.1 adressiert die Identifikation rechtlicher Rahmenbedingungen als Teil des externen Kontextes; und GC.3.1 stellt sicher, dass die Anforderungen der externen interessierten Parteien (wie Gesetzgeber) ermittelt und als verbindliche Verpflichtungen aufgenommen werden.",keine,remove,"Bezieht sich auf externe interessierte Parteien und deren Erwartungen. Gesetzliche Verpflichtungen können darin zwar indirekt vorkommen, aber der konkrete Kernaspekt 'gesetzliche Verpflichtungen analysieren/dokumentieren' wird nicht spezifischer als durch GC.7.1.1 abgedeckt.",google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:20:12
GC.7.1.3,Vertragliche Verpflichtungen,normal-SdT,voll,1.00,GC.7.1.3,Vertragliche Verpflichtungen,,normal-SdT,"Die GS++-Anforderung GC.7.1.3 fordert die Dokumentation der Zusammenstellung vertraglicher Verpflichtungen, die die Verarbeitung von Informationen betreffen. Der Kandidat [1] (GC.7.1.3) ist identisch mit der GS++-Anforderung und deckt somit alle inhaltlichen Aspekte (Dokumentation von Pflichten aus rechtlich bindenden Vereinbarungen) vollständig ab.",,keep,"Der Kandidat ist identisch mit der GS++-Anforderung und deckt den einzigen Kernaspekt vollständig ab: die Dokumentation vertraglicher Verpflichtungen zur Informationsverarbeitung. Es gibt keinen anderen Kandidaten, der diesen Aspekt ersetzen könnte.",google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:20:12
GC.7.1.4,Prävention von Verstößen,normal-SdT,voll,1.00,GC.7.1.4,Prävention von Verstößen,,normal-SdT,"Die GS++-Anforderung GC.7.1.4 ist identisch mit der Kandidaten-Anforderung [1] GC.7.1.4. Da die GS++-Anforderung eine exakte Kopie der bestehenden IT-Grundschutz-Anforderung darstellt, ist die inhaltliche Übereinstimmung absolut.",,keep,"Notwendig, da dieses Element die GS++-Anforderung exakt und vollständig abdeckt: Verankerung von Verfahren zur Prävention gegen Verstöße einschließlich der in der Guidance genannten Maßnahmen (Schulungen, Berücksichtigung von Compliance in Freigabe-/Testprozessen, Fehlerkultur). Es gibt keine andere GS-Anforderung im Set, die diesen Kernaspekt abdeckt.",google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:20:12
