gspp_id,gspp_title,gspp_level,coverage,confidence,gs_ids,gs_titles,rationale,gap_notes,model,timestamp
GC.6.1,Festlegung von Zielen für die Informationssicherheit,normal-SdT,voll,0.99,GC.6.1,GC.6.1: Festlegung von Zielen für die Informationssicherheit,"Gemittelte Kandidatenscores: GC.6.1=0.99
Model-Entscheidungen:
[gpt-5.4] coverage=voll confidence=0.9900 gs_ids=GC.6.1
[gpt-5.4-mini] coverage=voll confidence=0.9900 gs_ids=GC.6.1
Model-Begründungen:
[gpt-5.4] Die Kandidatenanforderung GC.6.1 ist wortgleich mit der Grundschutz++-Anforderung und deckt damit alle wesentlichen Inhalte vollständig ab: Festlegung konkreter und messbarer Informationssicherheitsziele, Herleitung aus identifizierten Rahmenbedingungen sowie Bezug zu Geschäftszielen, interessierten Parteien und Kontext. Die übrigen Kandidaten wie GC.6.1.1, GC.6.1.2, GC.6.1.3 und GC.6.1.4 betreffen angrenzende Aspekte (Strategie, Verpflichtung der Leitung, Sicherheitsleitlinie, Freigabe), ersetzen aber nicht die eigentliche Forderung zur Zieldefinition.
[gpt-5.4-mini] Die Kandidatenanforderung GC.6.1 entspricht der GS++-Anforderung GC.6.1 in Wortlaut und Inhalt vollständig: Beide verlangen, konkrete und messbare Ziele für die Informationssicherheit auf Basis der identifizierten Rahmenbedingungen festzulegen, unter Berücksichtigung von Geschäftszielen, interessierten Parteien und Kontext.",[gpt-5.4-mini] Keine inhaltliche Lücke; die Anforderung ist identisch.,gpt-5.4+gpt-5.4-mini,2026-04-22T14:28:00
GC.6.1.1,Festlegung einer Sicherheitsstrategie,normal-SdT,voll,0.99,GC.6.1.1,GC.6.1.1: Festlegung einer Sicherheitsstrategie,"Gemittelte Kandidatenscores: GC.6.1.1=0.99
Model-Entscheidungen:
[gpt-5.4] coverage=voll confidence=0.9900 gs_ids=GC.6.1.1
[gpt-5.4-mini] coverage=voll confidence=0.9900 gs_ids=GC.6.1.1
Model-Begründungen:
[gpt-5.4] GC.6.1.1 deckt die GS++-Anforderung vollständig ab, da Titel, Statement und Guidance inhaltlich identisch sind: gemeinsame Festlegung einer grundlegenden Sicherheitsstrategie mit der Institutionsleitung zur Erreichung der Informationssicherheitsziele sowie Fokus auf übergeordneten Ansatz und Prinzipien. Andere Kandidaten wie GC.6.1 (Ziele), GC.6.1.3 (Sicherheitsleitlinie) oder GC.6.1.2 (Verpflichtung der Leitung) sind thematisch verwandt, aber nicht erforderlich, da GC.6.1.1 selbst bereits den vollständigen Inhalt abbildet.
[gpt-5.4-mini] Die Kandidatin GC.6.1.1 ist inhaltlich identisch zur GS++-Anforderung GC.6.1.1: Beide fordern, dass Governance und Compliance gemeinsam mit der Institutionsleitung eine grundlegende Sicherheitsstrategie zur Erreichung der Informationssicherheitsziele festlegt. Auch die Guidances stimmen überein, insbesondere der übergeordnete Ansatz und die Prinzipien der Strategie.",,gpt-5.4+gpt-5.4-mini,2026-04-22T14:28:00
GC.6.1.2,Verpflichtung der Institutionsleitung,normal-SdT,voll,0.99,GC.6.1.2,GC.6.1.2: Verpflichtung der Institutionsleitung,"Gemittelte Kandidatenscores: GC.6.1.2=0.99
Model-Entscheidungen:
[gpt-5.4] coverage=voll confidence=1.0000 gs_ids=GC.6.1.2
[gpt-5.4-mini] coverage=voll confidence=0.9900 gs_ids=GC.6.1.2
Model-Begründungen:
[gpt-5.4] Die Kandidatenanforderung GC.6.1.2 deckt die GS++-Anforderung vollständig ab, da ID, Titel, Statement und Guidance inhaltlich identisch sind. Insbesondere werden die formale Zuweisung der Verpflichtung der Institutionsleitung, die Übernahme der Gesamtverantwortung, die Bestätigung und Überwachung der Informationssicherheitsziele in Bezug auf die Organisationsziele, die Förderung des ISMS, die Unterstützung der Integration des ISMS, die Bereitstellung von Ressourcen sowie die kontinuierliche Verbesserung vollständig adressiert. Andere Kandidaten wie GC.6.1.4, GC.6.1.3 oder GC.1.1 berühren nur Teilaspekte, sind aber für das Mapping nicht erforderlich, weil GC.6.1.2 selbst bereits die vollständige Abdeckung liefert.
[gpt-5.4-mini] Die Kandidatin GC.6.1.2 ist inhaltlich identisch zur GS++-Anforderung GC.6.1.2. Beide fordern die formale Verpflichtung der Institutionsleitung; die Guidance beschreibt übereinstimmend Gesamtverantwortung, Bestätigung und Überwachung der Informationssicherheitsziele, Förderung des ISMS sowie Bereitstellung von Ressourcen und Unterstützung der kontinuierlichen Verbesserung.",,gpt-5.4+gpt-5.4-mini,2026-04-22T14:28:00
GC.6.1.3,Erstellung einer Sicherheitsleitlinie,normal-SdT,voll,0.99,GC.6.1.3,GC.6.1.3: Erstellung einer Sicherheitsleitlinie,"Gemittelte Kandidatenscores: GC.6.1.3=0.99
Model-Entscheidungen:
[gpt-5.4] coverage=voll confidence=0.9900 gs_ids=GC.6.1.3
[gpt-5.4-mini] coverage=voll confidence=0.9900 gs_ids=GC.6.1.3
Model-Begründungen:
[gpt-5.4] Die Kandidatenanforderung GC.6.1.3 ist wortgleich mit der GS++-Anforderung und deckt damit sämtliche wesentlichen Aspekte vollständig ab: Festlegung einer zur Institution passenden Sicherheitsleitlinie, Kommunikation an alle Mitarbeitenden, Orientierungsfunktion für sicherheitsrelevante Entscheidungen sowie die inhaltlichen Mindestbestandteile (Verantwortung der Institutionsleitung, Informationssicherheitsziele, Strategie, Rollen/Zuständigkeiten, kontinuierliche Verbesserung). Die übrigen Kandidaten wie GC.6.1, GC.6.1.2, GC.6.1.4 und GC.6.1.1 betreffen nur Teilaspekte der Leitlinie, sind hier aber nicht erforderlich, da GC.6.1.3 selbst die Anforderung bereits vollständig abbildet.
[gpt-5.4-mini] Die Kandidatenanforderung GC.6.1.3 ist inhaltlich identisch zur GS++-Anforderung GC.6.1.3. Beide verlangen, dass die Institution eine passende Sicherheitsleitlinie festlegt; auch die begleitende Beschreibung (Kommunikation an Mitarbeitende, Inhalte wie Gesamtverantwortung, Ziele, Strategie, Rollen/Zuständigkeiten und kontinuierliche Verbesserung) stimmt überein.",,gpt-5.4+gpt-5.4-mini,2026-04-22T14:28:00
GC.6.1.4,Freigabe der Sicherheitsleitlinie,normal-SdT,voll,0.99,GC.6.1.4,GC.6.1.4: Freigabe der Sicherheitsleitlinie,"Gemittelte Kandidatenscores: GC.6.1.4=0.99
Model-Entscheidungen:
[gpt-5.4] coverage=voll confidence=0.9900 gs_ids=GC.6.1.4
[gpt-5.4-mini] coverage=voll confidence=0.9900 gs_ids=GC.6.1.4
Model-Begründungen:
[gpt-5.4] GC.6.1.4 deckt die GS++-Anforderung vollständig ab, da ID, Titel und Wortlaut identisch sind: Die festgelegte Sicherheitsleitlinie MUSS durch die Institutionsleitung autorisiert werden. Damit sind Aspektüberdeckung, Detailtiefe, Domain und Regelungsart vollständig kongruent. GC.6.1.2 und GC.6.1.3 sind hierfür nicht erforderlich, da sie nur angrenzende Inhalte (Verpflichtung der Leitung bzw. Erstellung der Leitlinie) behandeln, aber nicht die ausdrückliche Autorisierung/Freigabe der Sicherheitsleitlinie selbst in gleicher Präzision ersetzen.
[gpt-5.4-mini] GC.6.1.4 ist identisch zur GS++-Anforderung: Beide fordern, dass die festgelegte Sicherheitsleitlinie durch die Institutionsleitung autorisiert bzw. freigegeben wird. Es liegt eine direkte inhaltliche Übereinstimmung ohne Abweichungen vor.",,gpt-5.4+gpt-5.4-mini,2026-04-22T14:28:00
GC.7.1,Verfahren und Regelungen,normal-SdT,teilweise,0.49,GC.7.1; GC.2.1; GC.7.1.1; GC.7.1.2; GC.7.1.3,GC.7.1: Verfahren und Regelungen; GC.2.1: Festlegung des externen Kontextes der Institution; GC.7.1.1: Gesetzliche Verpflichtungen; GC.7.1.2: Anhörung zuständiger Stellen; GC.7.1.3: Vertragliche Verpflichtungen,"Gemittelte Kandidatenscores: GC.7.1=0.49, GC.2.1=0.48, GC.7.1.1=0.48, GC.7.1.2=0.48, GC.7.1.3=0.48
Model-Entscheidungen:
[gpt-5.4] coverage=voll confidence=0.9900 gs_ids=GC.7.1
[gpt-5.4-mini] coverage=teilweise confidence=0.9700 gs_ids=GC.2.1;GC.7.1.1;GC.7.1.2;GC.7.1.3
Model-Begründungen:
[gpt-5.4] GC.7.1 ist wortgleich zur gegebenen Grundschutz++-Anforderung und deckt damit alle wesentlichen Aspekte vollständig ab: Verankerung eines Verfahrens zur Sammlung, Integration und Priorisierung aller für das ISMS relevanten Rahmenbedingungen sowie den Compliance-Bezug auf gesetzliche, regulatorische und vertragliche Verpflichtungen. Die Unteranforderungen GC.7.1.1, GC.7.1.2 und GC.7.1.3 konkretisieren nur Teilaspekte, sind aber für das Mapping nicht erforderlich, da GC.7.1 selbst bereits die vollständige inhaltliche Abdeckung liefert.
[gpt-5.4-mini] GC.7.1 wird durch die Kandidaten nur teilweise abgedeckt. GC.2.1 deckt den Aspekt ab, externe Rahmenbedingungen für das Informationssicherheitsmanagement systematisch zu sammeln, zu integrieren und zu priorisieren, allerdings nur allgemein im Kontext externer Faktoren. GC.7.1.1 ergänzt dies für gesetzliche Verpflichtungen, GC.7.1.2 für die Einbindung zuständiger Stellen bei der Dokumentation dieser Verpflichtungen und GC.7.1.3 für die Zusammenstellung vertraglicher Verpflichtungen. Gemeinsam bilden diese Anforderungen wesentliche Teile eines Compliance-Management-Verfahrens ab, aber nicht die gesamte von GC.7.1 geforderte Gesamtheit aller relevanten Rahmenbedingungen einschließlich deren konsistenter Verfahrensverankerung und Priorisierung über alle Verpflichtungsarten hinweg.","[gpt-5.4-mini] Nicht vollständig abgedeckt sind insbesondere die explizite Gesamtsicht auf alle für das Informationssicherheitsmanagement relevanten Rahmenbedingungen in einem einheitlichen Verfahren sowie die Priorisierung über gesetzliche, regulatorische und vertragliche Verpflichtungen hinaus im Sinne der GS++-Anforderung. Die allgemeine Verfahrensverankerung als umfassendes Compliance-Management ist nur indirekt abgedeckt.",gpt-5.4+gpt-5.4-mini,2026-04-22T14:28:00
GC.7.1.1,Gesetzliche Verpflichtungen,normal-SdT,teilweise,0.49,GC.7.1.1,GC.7.1.1: Gesetzliche Verpflichtungen,"Gemittelte Kandidatenscores: GC.7.1.1=0.49
Model-Entscheidungen:
[gpt-5.4] coverage=keine confidence=0.9800 gs_ids=
[gpt-5.4-mini] coverage=voll confidence=0.9900 gs_ids=GC.7.1.1
Model-Begründungen:
[gpt-5.4] Keiner der Kandidaten ist eine klassische IT-Grundschutz-Anforderung (Basis/Standard) im geforderten Sinne; die Liste enthält ausschließlich GC-/Grundschutz++-Einträge, darunter sogar die identische GS++-Anforderung GC.7.1.1 selbst. Nach der Vorgabe dürfen nur echte inhaltliche Abdeckungen durch klassische IT-Grundschutz-Anforderungen als Match zählen. Daher ist kein gültiges Mapping aus der Kandidatenliste möglich.
[gpt-5.4-mini] GC.7.1.1 ist inhaltlich identisch zur GS++-Anforderung: Beide verlangen die Analyse bzw. Dokumentation der gesetzlichen Verpflichtungen, die die Verarbeitung von Informationen in der Institution betreffen. Die Textpassagen stimmen in Zweck, Gegenstand und Regelungsart vollständig überein.","[gpt-5.4] Es fehlt eine klassische IT-Grundschutz-Anforderung, die die Analyse und Dokumentation gesetzlicher Verpflichtungen zur Informationsverarbeitung abdeckt. Die vorhandenen Kandidaten sind thematisch teils nah (z. B. GC.7.1, GC.7.1.2, GC.2.1), aber nicht als klassische Basis-/Standard-Anforderungen verwendbar.",gpt-5.4+gpt-5.4-mini,2026-04-22T14:28:00
GC.7.1.2,Anhörung zuständiger Stellen,normal-SdT,teilweise,0.49,GC.7.1.2,GC.7.1.2: Anhörung zuständiger Stellen,"Gemittelte Kandidatenscores: GC.7.1.2=0.49
Model-Entscheidungen:
[gpt-5.4] coverage=keine confidence=0.9800 gs_ids=
[gpt-5.4-mini] coverage=voll confidence=0.9900 gs_ids=GC.7.1.2
Model-Begründungen:
[gpt-5.4] Keiner der Kandidaten aus der Liste ist eine klassische IT-Grundschutz-Anforderung mit gültiger GS-ID im geforderten Format BAUSTEIN.Anummer. Zwar ist Kandidat GC.7.1.2 inhaltlich identisch zur GS++-Anforderung, er ist jedoch selbst dieselbe GC-/GS++-Anforderung und kein klassischer Basis-/Standard-Requirement. Die übrigen Kandidaten wie GC.7.1.1 oder GC.7.1 beschreiben nur angrenzende Themen (Analyse gesetzlicher Verpflichtungen bzw. allgemeines Verfahren), decken aber den spezifischen Kern der Anforderung – die Anhörung zuständiger interner Stellen bei der Dokumentation von Compliance-Verpflichtungen – nicht als klassische IT-Grundschutz-Anforderung ab.
[gpt-5.4-mini] GC.7.1.2 deckt die GS++-Anforderung inhaltlich identisch ab: Beide fordern, dass Governance und Compliance die für gesetzliche Verpflichtungen in der Informationsverarbeitung zuständigen Stellen innerhalb der Institution anhört. Auch die Beispiele in der Guidance (z. B. Rechtsabteilung, Datenschutzbeauftragte, Brandschutzbeauftragte) stimmen überein.","[gpt-5.4] Es fehlt in der Kandidatenliste eine klassische Basis-/Standard-Anforderung, die ausdrücklich die Einbindung bzw. Anhörung zuständiger Stellen wie Rechtsabteilung, Datenschutzbeauftragte oder Fachverantwortliche bei der Ermittlung/Dokumentation gesetzlicher Verpflichtungen fordert.",gpt-5.4+gpt-5.4-mini,2026-04-22T14:28:00
GC.7.1.3,Vertragliche Verpflichtungen,normal-SdT,voll,0.99,GC.7.1.3,GC.7.1.3: Vertragliche Verpflichtungen,"Gemittelte Kandidatenscores: GC.7.1.3=0.99
Model-Entscheidungen:
[gpt-5.4] coverage=voll confidence=0.9900 gs_ids=GC.7.1.3
[gpt-5.4-mini] coverage=voll confidence=0.9900 gs_ids=GC.7.1.3
Model-Begründungen:
[gpt-5.4] GC.7.1.3 deckt die GS++-Anforderung vollständig ab, da Titel, Aussage und Guidance inhaltlich identisch sind: Die Zusammenstellung vertraglicher Verpflichtungen bezüglich der Verarbeitung von Informationen durch die Institution soll dokumentiert werden. Damit sind Schutzaspekte, Detailtiefe, Domain und Regelungsart vollständig deckungsgleich.
[gpt-5.4-mini] GC.7.1.3 deckt die GS++-Anforderung unmittelbar und wortgleich ab: Beide verlangen die Dokumentation vertraglicher Verpflichtungen, die die Verarbeitung von Informationen durch die Institution betreffen. Inhalt, Regelungsart und Detailtiefe stimmen vollständig überein.",,gpt-5.4+gpt-5.4-mini,2026-04-22T14:28:00
GC.7.1.4,Prävention von Verstößen,normal-SdT,teilweise,0.50,GC.7.1.4; GC.1.1,GC.7.1.4: Prävention von Verstößen; GC.1.1: Errichtung und Aufrechterhaltung eines ISMS,"Gemittelte Kandidatenscores: GC.7.1.4=0.50, GC.1.1=0.48
Model-Entscheidungen:
[gpt-5.4] coverage=voll confidence=1.0000 gs_ids=GC.7.1.4
[gpt-5.4-mini] coverage=teilweise confidence=0.9700 gs_ids=GC.1.1
Model-Begründungen:
[gpt-5.4] Die Kandidatenanforderung GC.7.1.4 ist mit der GS++-Anforderung in Titel, Aussage und Guidance wortgleich. Sie fordert ausdrücklich Verfahren zur Prävention gegen Verstöße und nennt dieselben Beispiele wie zielgruppengerechte Schulungen, Berücksichtigung von Compliance-Verpflichtungen in Freigabe- und Testprozessen sowie eine konstruktive Fehlerkultur. Damit sind Aspekt-Überdeckung, Detailtiefe, Domain und Regelungsart vollständig identisch.
[gpt-5.4-mini] GC.1.1 beschreibt allgemein, dass ein ISMS Verfahren und Regelungen etablieren und aufrechterhalten muss. Das ist die organisatorische Klammer, innerhalb der auch präventive Regelungen gegen Verstöße verankert werden können. Die konkrete GS++-Anforderung GC.7.1.4 verlangt jedoch spezifisch Verfahren zur Prävention von Verstößen, etwa zielgruppengerechte Schulungen, die Berücksichtigung von Compliance-Verpflichtungen in Freigabe- und Testprozessen sowie die Förderung einer konstruktiven Fehlerkultur. Diese inhaltliche Spezifizierung wird durch GC.1.1 nicht eigenständig abgedeckt. Die übrigen Kandidaten behandeln Rahmenbedingungen, Schutzbedarf, Leitlinie oder Zuständigkeiten, aber nicht die Präventionsverfahren gegen Verstöße.","[gpt-5.4-mini] Nicht abgedeckt sind die konkreten Präventionsmaßnahmen gegen Verstöße, insbesondere Schulungen, Einbindung von Compliance-Aspekten in Freigabe- und Testprozesse sowie Maßnahmen zur Fehlerkultur. GC.1.1 deckt nur den allgemeinen ISMS-Rahmen ab.",gpt-5.4+gpt-5.4-mini,2026-04-22T14:28:00
