gspp_id,gspp_title,gspp_level,coverage,confidence,gs_ids,gs_titles,rationale,gap_notes,model,timestamp
GC.6.1,Festlegung von Zielen für die Informationssicherheit,normal-SdT,voll,0.99,GC.6.1,GC.6.1: Festlegung von Zielen für die Informationssicherheit,"Die Kandidatenanforderung GC.6.1 ist inhaltlich identisch mit der GS++-Anforderung GC.6.1. Beide verlangen, dass Governance und Compliance konkrete und messbare Informationssicherheitsziele auf Basis der identifizierten Rahmenbedingungen festlegt; auch die Hinweise zu Bezug zu Geschäftszielen, Messbarkeit und Berücksichtigung des Kontexts stimmen überein.",,gpt-5.4-mini,2026-04-22T14:30:48
GC.6.1.1,Festlegung einer Sicherheitsstrategie,normal-SdT,voll,0.99,GC.6.1.1,GC.6.1.1: Festlegung einer Sicherheitsstrategie,"Die Kandidatenanforderung GC.6.1.1 ist inhaltlich identisch mit der GS++-Anforderung GC.6.1.1. Beide verlangen, dass Governance und Compliance gemeinsam mit der Institutionsleitung eine grundlegende Sicherheitsstrategie zur Erreichung der Informationssicherheitsziele festlegen. Die Zielrichtung, der übergeordnete strategische Ansatz und die Prinzipien stimmen vollständig überein.",,gpt-5.4-mini,2026-04-22T14:30:48
GC.6.1.2,Verpflichtung der Institutionsleitung,normal-SdT,voll,0.99,GC.6.1.2,GC.6.1.2: Verpflichtung der Institutionsleitung,"Die Kandidatenanforderung GC.6.1.2 ist inhaltlich identisch zur Grundschutz++-Anforderung GC.6.1.2. Beide verlangen die formale Zuordnung der Verpflichtung der Institutionsleitung und beschreiben dieselben Kernelemente der Gesamtverantwortung, Bestätigung und Überwachung der Informationssicherheitsziele sowie die Förderung des ISMS.",,gpt-5.4-mini,2026-04-22T14:30:48
GC.6.1.3,Erstellung einer Sicherheitsleitlinie,normal-SdT,voll,0.99,GC.6.1.3,GC.6.1.3: Erstellung einer Sicherheitsleitlinie,"Die GS++-Anforderung GC.6.1.3 wird durch den identischen Kandidaten GC.6.1.3 vollständig abgedeckt. Beide verlangen die Festlegung einer für die Institution passenden Sicherheitsleitlinie; die Beschreibung nennt inhaltlich dieselben Kernelemente wie Gesamtverantwortung der Leitung, Informationssicherheitsziele, Strategie, Rollen/Zuständigkeiten und kontinuierliche Verbesserung. Weitere Kandidaten sind hierfür nicht erforderlich.",,gpt-5.4-mini,2026-04-22T14:30:48
GC.6.1.4,Freigabe der Sicherheitsleitlinie,normal-SdT,voll,0.99,GC.6.1.4,GC.6.1.4: Freigabe der Sicherheitsleitlinie,"GC.6.1.4 aus der Kandidatenliste ist inhaltlich identisch mit der Grundschutz++-Anforderung: Beide verlangen, dass die festgelegte Sicherheitsleitlinie durch die Institutionsleitung autorisiert bzw. freigegeben wird. Es gibt keine inhaltlichen Abweichungen, weder in der Regelungsart noch in der Detailtiefe.",,gpt-5.4-mini,2026-04-22T14:30:48
GC.7.1,Verfahren und Regelungen,normal-SdT,teilweise,0.96,GC.2.1; GC.7.1.1; GC.7.1.3; GC.7.1.2,GC.2.1: Festlegung des externen Kontextes der Institution; GC.7.1.1: Gesetzliche Verpflichtungen; GC.7.1.3: Vertragliche Verpflichtungen; GC.7.1.2: Anhörung zuständiger Stellen,"GC.7.1 ist bereits die Ausgangsanforderung und deckt die Forderung nach einem Verfahren zur Sammlung, Integration und Priorisierung relevanter Rahmenbedingungen direkt ab. Inhaltlich passend ergänzen GC.2.1 (Verfahren zur Sammlung, Integration und Priorisierung externer Rahmenbedingungen), GC.7.1.1 (Analyse gesetzlicher Verpflichtungen), GC.7.1.3 (Zusammenstellung vertraglicher Verpflichtungen) und GC.7.1.2 (Anhörung zuständiger Stellen) die konkret benannten Bestandteile des Compliance-Managements. Zusammen bilden sie den Kern des geforderten Verfahrens für die Ermittlung und Behandlung von Compliance-Rahmenbedingungen ab.","Die GS++-Formulierung ist breiter als die Kandidaten der klassischen Grundschutzliste: Sie verlangt ein Verfahren zur Sammlung, Integration und Priorisierung aller für das Informationssicherheitsmanagement relevanten Rahmenbedingungen, ausdrücklich inklusive aller gesetzlichen, regulatorischen und vertraglichen Verpflichtungen. Die Kandidaten decken vor allem externe Rahmenbedingungen sowie gesetzliche und vertragliche Verpflichtungen ab, aber die explizite Priorisierung aller Compliance-Anforderungen und die umfassende Integration aller relevanten Rahmenbedingungen werden nur implizit angesprochen. Deshalb keine vollständige Abdeckung durch die klassischen Anforderungen.",gpt-5.4-mini,2026-04-22T14:30:48
GC.7.1.1,Gesetzliche Verpflichtungen,normal-SdT,voll,0.99,GC.7.1.1,GC.7.1.1: Gesetzliche Verpflichtungen,"GC.7.1.1 deckt die GS++-Anforderung inhaltlich vollständig ab: Beide fordern die Analyse bzw. Dokumentation der gesetzlichen Verpflichtungen, die die Informationsverarbeitung der Institution betreffen. Inhalt, Regelungsart und Detaillierung sind praktisch identisch.",,gpt-5.4-mini,2026-04-22T14:30:48
GC.7.1.2,Anhörung zuständiger Stellen,normal-SdT,voll,0.99,GC.7.1.2,GC.7.1.2: Anhörung zuständiger Stellen,"GC.7.1.2 deckt die GS++-Anforderung identisch ab: Beide fordern, dass Governance und Compliance für die Einhaltung gesetzlicher Verpflichtungen zuständige Stellen in der Institution anhört. Auch die Beispiele in der Guidance (z. B. Rechtsabteilung, Datenschutz, Brandschutz, Fachverantwortliche) stimmen inhaltlich überein.",,gpt-5.4-mini,2026-04-22T14:30:48
GC.7.1.3,Vertragliche Verpflichtungen,normal-SdT,voll,0.99,GC.7.1.3,GC.7.1.3: Vertragliche Verpflichtungen,"GC.7.1.3 deckt die GS++-Anforderung inhaltlich identisch ab: Beide verlangen die Dokumentation vertraglicher Verpflichtungen, die die Verarbeitung von Informationen durch die Institution betreffen. Die Definition von vertraglichen Verpflichtungen ist ebenfalls deckungsgleich.",,gpt-5.4-mini,2026-04-22T14:30:48
GC.7.1.4,Prävention von Verstößen,normal-SdT,teilweise,0.67,GC.1.1,GC.1.1: Errichtung und Aufrechterhaltung eines ISMS,"GC.1.1 behandelt allgemein die Errichtung und Aufrechterhaltung eines ISMS mit Verfahren und Regelungen. Damit ist der organisatorische Rahmen für präventive Maßnahmen gegen Verstöße grundsätzlich mitgedacht. Die spezifische GS++-Anforderung GC.7.1.4 verlangt jedoch ausdrücklich Verfahren zur Prävention von Verstößen, z. B. zielgruppengerechte Schulungen, Einbindung von Compliance-Verpflichtungen in Freigabe- und Testprozesse sowie Förderung einer konstruktiven Fehlerkultur. Diese konkreten Präventionsmechanismen werden in GC.1.1 nicht inhaltlich ausgeführt.","Nicht abgedeckt sind die konkreten Präventionsverfahren gegen Verstöße wie Schulungen, Compliance-Prüfungen in Freigabe-/Testprozessen und Maßnahmen zur Fehlerkultur. Die generische ISMS-Verfahrensanforderung ersetzt keine spezifische Compliance-Prävention.",gpt-5.4-mini,2026-04-22T14:30:48
