gspp_id,gspp_title,gspp_level,coverage,confidence,gs_ids,gs_titles,rationale,gap_notes,model,timestamp
GC.6.1,Festlegung von Zielen für die Informationssicherheit,normal-SdT,voll,1.00,GC.6.1,GC.6.1: Festlegung von Zielen für die Informationssicherheit,"Die Grundschutz++-Anforderung GC.6.1 ist eine exakte Identität mit der Kandidaten-Anforderung [1] GC.6.1. Alle inhaltlichen Aspekte – die Pflicht zur Festlegung konkreter, messbarer Ziele auf Basis der Rahmenbedingungen sowie die inhaltliche Ausrichtung an Geschäftszielen und Interessen der Parteien – sind in der Kandidaten-Anforderung identisch abgebildet.",,google/gemma-4-26b-a4b-it,2026-04-22T15:20:12
GC.6.1.1,Festlegung einer Sicherheitsstrategie,normal-SdT,voll,1.00,GC.6.1.1,GC.6.1.1: Festlegung einer Sicherheitsstrategie,"Die Grundschutz++-Anforderung GC.6.1.1 ist identisch mit der Kandidaten-Anforderung [1] GC.6.1.1. Da der Text der GS++-Anforderung exakt dem Inhalt der klassischen IT-Grundschutz-Anforderung entspricht (Festlegung einer grundlegenden Strategie zur Erreichung der Sicherheitsziele gemeinsam mit der Institutionsleitung), ist eine vollständige inhaltliche Übereinstimmung gegeben.",,google/gemma-4-26b-a4b-it,2026-04-22T15:20:12
GC.6.1.2,Verpflichtung der Institutionsleitung,normal-SdT,voll,1.00,GC.6.1.2,GC.6.1.2: Verpflichtung der Institutionsleitung,"Die Grundschutz++-Anforderung GC.6.1.2 ist identisch mit der klassischen IT-Grundschutz-Anforderung [1] GC.6.1.2. Da die GS++-Anforderung exakt den Text und die Guidance der Standard-Anforderung übernimmt, ist die inhaltliche Abdeckung absolut vollständig.",,google/gemma-4-26b-a4b-it,2026-04-22T15:20:12
GC.6.1.3,Erstellung einer Sicherheitsleitlinie,normal-SdT,voll,1.00,GC.6.1.3,GC.6.1.3: Erstellung einer Sicherheitsleitlinie,"Die Grundschutz++-Anforderung GC.6.1.3 ist identisch mit der Kandidaten-Anforderung GC.6.1.3. Da die GS++-Anforderung exakt den Text und die Inhalte des IT-Grundschutz-Kompendiums widerspiegelt (Erstellung der Leitlinie inkl. Inhalten wie Strategie, Rollen und Verantwortlichkeiten), ist eine vollständige inhaltliche Abdeckung gegeben.",,google/gemma-4-26b-a4b-it,2026-04-22T15:20:12
GC.6.1.4,Freigabe der Sicherheitsleitlinie,normal-SdT,voll,1.00,GC.6.1.4,GC.6.1.4: Freigabe der Sicherheitsleitlinie,"Die Grundschutz++-Anforderung GC.6.1.4 ('Freigabe der Sicherheitsleitlinie') ist identisch mit der Kandidaten-Anforderung GC.6.1.4. Beide fordern explizit, dass die festgelegte Sicherheitsleitlinie durch die Institutionsleitung autorisiert werden muss. Es besteht eine 1:1-Übereinstimmung in Inhalt, Anforderungsniveau und Zielsetzung.",,google/gemma-4-26b-a4b-it,2026-04-22T15:20:12
GC.7.1,Verfahren und Regelungen,normal-SdT,voll,0.95,GC.7.1.1; GC.7.1.2; GC.7.1.4; GC.7.1.3,GC.7.1.1: Gesetzliche Verpflichtungen; GC.7.1.2: Anhörung zuständiger Stellen; GC.7.1.4: Prävention von Verstößen; GC.7.1.3: Vertragliche Verpflichtungen,"Die Grundschutz++-Anforderung GC.7.1 fordert die Verankerung eines Verfahrens zur Sammlung, Integration und Priorisierung aller relevanten Rahmenbedingungen (gesetzlich, regulatorisch, vertraglich). Die Kandidaten decken dies in ihrer Gesamtheit ab: GC.7.1.1 adressiert die gesetzlichen Verpflichtungen, GC.7.1.3 die vertraglichen Verpflichtungen sowie GC.7.1.2 die Einbindung zuständiger Stellen (Integration/Prozess). GC.7.1.4 ergänzt die regulatorische Komponente durch die Prävention von Verstößen. Zusammen bilden diese Anforderungen das vollständige Verfahren zur Handhabung der genannten Rahmenbedingungen ab.",keine,google/gemma-4-26b-a4b-it,2026-04-22T15:20:12
GC.7.1.1,Gesetzliche Verpflichtungen,normal-SdT,voll,0.95,GC.7.1.1; GC.7.1.2; GC.7.1; GC.2.1; GC.3.1,GC.7.1.1: Gesetzliche Verpflichtungen; GC.7.1.2: Anhörung zuständiger Stellen; GC.7.1: Verfahren und Regelungen; GC.2.1: Festlegung des externen Kontextes der Institution; GC.3.1: Analyse der externen interessierten Parteien,"Die GS++-Anforderung GC.7.1.1 (Gesetzliche Verpflichtungen) fordert die Analyse und Dokumentation gesetzlicher Pflichten. Dies wird durch die Kandidaten vollumfänglich abgedeckt: GC.7.1.1 deckt den Kerninhalt (Analyse/Dokumentation) identisch ab; GC.7.1 stellt sicher, dass ein Verfahren zur Sammlung dieser Rahmenbedingungen verankert ist; GC.7.1.2 ergänzt den Prozess durch die Einbindung zuständiger Stellen (Rechtsabteilung etc.); GC.2.1 adressiert die Identifikation rechtlicher Rahmenbedingungen als Teil des externen Kontextes; und GC.3.1 stellt sicher, dass die Anforderungen der externen interessierten Parteien (wie Gesetzgeber) ermittelt und als verbindliche Verpflichtungen aufgenommen werden.",keine,google/gemma-4-26b-a4b-it,2026-04-22T15:20:12
GC.7.1.2,Anhörung zuständiger Stellen,normal-SdT,keine,1.00,,,"Die Grundschutz++-Anforderung GC.7.1.2 fordert explizit die 'Anhörung zuständiger Stellen' (wie Rechtsabteilung, Datenschutzbeauftragte etc.) im Rahmen des Compliance-Managements. Die untersuchten Kandidaten decken zwar verwandte Themen ab (z.B. GC.7.1.1 die Analyse der Verpflichtungen oder GC.7.1 die Etablierung eines Verfahrens), jedoch enthält keine der GS-Anforderungen die spezifische prozessuale Anforderung der aktiven Anhörung/Konsultation dieser Fachstellen. Da die GS++-Anforderung eine methodische Komponente (Anhörung) beschreibt, die über die reine Analyse oder Dokumentation hinausgeht, liegt keine inhaltliche Übereinstimmung vor.","Die spezifische Anforderung, für die Einhaltung gesetzlicher Verpflichtungen zuständige Stellen (z.B. Datenschutzbeauftragte, Rechtsabteilung) aktiv anzuhören, wird in den Kandidaten nicht adressiert.",google/gemma-4-26b-a4b-it,2026-04-22T15:20:12
GC.7.1.3,Vertragliche Verpflichtungen,normal-SdT,voll,1.00,GC.7.1.3,GC.7.1.3: Vertragliche Verpflichtungen,"Die GS++-Anforderung GC.7.1.3 fordert die Dokumentation der Zusammenstellung vertraglicher Verpflichtungen, die die Verarbeitung von Informationen betreffen. Der Kandidat [1] (GC.7.1.3) ist identisch mit der GS++-Anforderung und deckt somit alle inhaltlichen Aspekte (Dokumentation von Pflichten aus rechtlich bindenden Vereinbarungen) vollständig ab.",,google/gemma-4-26b-a4b-it,2026-04-22T15:20:12
GC.7.1.4,Prävention von Verstößen,normal-SdT,voll,1.00,GC.7.1.4,GC.7.1.4: Prävention von Verstößen,"Die GS++-Anforderung GC.7.1.4 ist identisch mit der Kandidaten-Anforderung [1] GC.7.1.4. Da die GS++-Anforderung eine exakte Kopie der bestehenden IT-Grundschutz-Anforderung darstellt, ist die inhaltliche Übereinstimmung absolut.",,google/gemma-4-26b-a4b-it,2026-04-22T15:20:12
