gspp_id,gspp_title,gspp_level,coverage,confidence,gs_id,gs_title,gs_baustein,gs_level,rationale,gap_notes,decision,discriminator_reasoning,original_model,discriminator_model,timestamp
GC.6.1,Festlegung von Zielen für die Informationssicherheit,normal-SdT,voll,1.00,GC.6.1,Festlegung von Zielen für die Informationssicherheit,,normal-SdT,"Die Anforderung GC.6.1 des Zieltexts ist identisch mit dem Inhalt des Kandidaten [1] (GC.6.1). Dieser Kandidat deckt alle wesentlichen Aspekte ab: die Pflicht zur Festlegung konkreter, messbarer Ziele auf Basis der Rahmenbedingungen sowie die Guidance bezüglich des Bezugs zu Geschäftszielen und der Berücksichtigung interessierter Parteien und des Kontextes.",,keep,"Notwendig: Der Kandidat entspricht dem Zieltext vollständig und deckt alle Kernaspekte ab, nämlich die Festlegung konkreter und messbarer Informationssicherheitsziele auf Basis der Rahmenbedingungen sowie den Bezug zu Geschäftszielen, interessierten Parteien und Kontext. Es gibt keinen anderen Kandidaten im Set, der diese Anforderungen alternativ abdeckt.",google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:28:19
GC.6.1.1,Festlegung einer Sicherheitsstrategie,normal-SdT,voll,1.00,GC.6.1.1,Festlegung einer Sicherheitsstrategie,,normal-SdT,"Die Anforderung GC.6.1.1 der GS++-Vorgabe ist identisch mit der Kandidaten-Anforderung GC.6.1.1. Beide beschreiben exakt die gleiche Pflicht (SOLL-Aussage), die Festlegung einer grundlegenden Strategie zur Erreichung der Informationssicherheitsziele in Zusammenarbeit mit der Institutionsleitung, einschließlich des Fokus auf den übergeordneten Ansatz und die Prinzipien.",,keep,"Nicht redundant: Der Kandidat entspricht exakt der Zielanforderung und deckt alle Kernaspekte ab (Festlegung einer grundlegenden Sicherheitsstrategie, gemeinsam mit der Institutionsleitung, zur Erreichung der Informationssicherheitsziele, inkl. übergeordnetem Ansatz und Prinzipien). Ohne diesen Kandidaten wäre der einzige Kernaspekt nicht mehr abgedeckt.",google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:28:19
GC.6.1.2,Verpflichtung der Institutionsleitung,normal-SdT,voll,1.00,GC.6.1.2,Verpflichtung der Institutionsleitung,,normal-SdT,"Der Kandidat GC.6.1.2 ist eine identische Übereinstimmung mit der Zielanforderung. Er deckt sowohl das [statement] (formale Zuweisung der Verpflichtung durch Governance und Compliance) als auch die detaillierte [guidance] (Gesamtverantwortung, Überwachung der Ziele, Förderung des ISMS durch Beteiligung, Ressourcenbereitstellung und kontinuierliche Verbesserung) vollständig ab.",,keep,"Notwendig, da dieser Kandidat die gesamte Zielanforderung identisch abdeckt. Er enthält den Kernaspekt der formalen Zuweisung der Verpflichtung der Institutionsleitung sowie die Guidance zu Gesamtverantwortung, Überwachung und Bestätigung der Informationssicherheitsziele, Förderung des ISMS, Ressourcenbereitstellung und kontinuierlicher Verbesserung. Es gibt keinen anderen Kandidaten, der diese Aspekte ersetzen könnte.",google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:28:19
GC.6.1.3,Erstellung einer Sicherheitsleitlinie,normal-SdT,voll,1.00,GC.6.1.3,Erstellung einer Sicherheitsleitlinie,,normal-SdT,"Die Kandidaten-Anforderung [1] GC.6.1.3 ist identisch mit der Ziel-Anforderung GS++. Sie deckt die Pflicht zur Erstellung der Sicherheitsleitlinie, die Kommunikation an Mitarbeitende, die Funktion als Orientierung sowie die spezifischen Inhalte (Gesamtverantwortung, Ziele, Strategie, Rollen, kontinuierliche Verbesserung) exakt und vollständig ab.",,keep,"Notwendig, da dieser Kandidat die Zielanforderung vollständig und exakt abbildet. Er deckt die Festlegung einer passenden Sicherheitsleitlinie sowie deren zentrale Inhalte (Kommunikation, Orientierung, Verantwortlichkeiten, Ziele, Strategie und kontinuierliche Verbesserung) ab. Als einziger Kandidat ist er unverzichtbar; ohne ihn wäre kein Kernaspekt mehr abgedeckt.",google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:28:19
GC.6.1.4,Freigabe der Sicherheitsleitlinie,normal-SdT,voll,1.00,GC.6.1.4,Freigabe der Sicherheitsleitlinie,,normal-SdT,Die GS++-Anforderung GC.6.1.4 fordert die Autorisierung der Sicherheitsleitlinie durch die Institutionsleitung. Der Kandidat GC.6.1.4 ist identisch mit der Zielanforderung und deckt somit den spezifischen Aspekt der Freigabe durch die Institutionsleitung vollständig ab.,,keep,Dieser Kandidat ist identisch mit der Zielanforderung und deckt den einzigen Kernaspekt ab: die Autorisierung der festgelegten Sicherheitsleitlinie durch die Institutionsleitung. Ohne ihn ginge dieser Aspekt vollständig verloren.,google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:28:19
GC.7.1,Verfahren und Regelungen,normal-SdT,voll,0.95,GC.7.1.1,Gesetzliche Verpflichtungen,,normal-SdT,"Der Zieltext GC.7.1 fordert ein Verfahren zur Sammlung, Integration und Priorisierung aller relevanten Rahmenbedingungen (gesetzlich, regulatorisch, vertraglich). Die Kandidaten decken dies vollständig ab: GC.7.1.1 adressiert die gesetzlichen Verpflichtungen, GC.7.1.3 die vertraglichen Verpflichtungen (wobei regulatorische Aspekte in der Guidance von GC.7.1.1/GC.7.1.3 implizit oder durch den Kontext der Gesetzgebung abgedeckt sind), GC.7.1.2 die Einbindung zuständiger Stellen zur Sicherstellung der Einhaltung und GC.7.1.4 die Prävention von Verstößen. Da der Zieltext selbst identisch mit Kandidat [1] (GC.7.1) ist und die Unterpunkte die geforderten 'Inhalte der Praktik' konkretisieren, ergibt sich eine vollständige Abdeckung des Verfahrenskonzepts.",,keep,Keine Entscheidung erhalten - als notwendig betrachtet,google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:28:19
GC.7.1,Verfahren und Regelungen,normal-SdT,voll,0.95,GC.7.1.2,Anhörung zuständiger Stellen,,normal-SdT,"Der Zieltext GC.7.1 fordert ein Verfahren zur Sammlung, Integration und Priorisierung aller relevanten Rahmenbedingungen (gesetzlich, regulatorisch, vertraglich). Die Kandidaten decken dies vollständig ab: GC.7.1.1 adressiert die gesetzlichen Verpflichtungen, GC.7.1.3 die vertraglichen Verpflichtungen (wobei regulatorische Aspekte in der Guidance von GC.7.1.1/GC.7.1.3 implizit oder durch den Kontext der Gesetzgebung abgedeckt sind), GC.7.1.2 die Einbindung zuständiger Stellen zur Sicherstellung der Einhaltung und GC.7.1.4 die Prävention von Verstößen. Da der Zieltext selbst identisch mit Kandidat [1] (GC.7.1) ist und die Unterpunkte die geforderten 'Inhalte der Praktik' konkretisieren, ergibt sich eine vollständige Abdeckung des Verfahrenskonzepts.",,keep,Keine Entscheidung erhalten - als notwendig betrachtet,google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:28:19
GC.7.1,Verfahren und Regelungen,normal-SdT,voll,0.95,GC.7.1.3,Vertragliche Verpflichtungen,,normal-SdT,"Der Zieltext GC.7.1 fordert ein Verfahren zur Sammlung, Integration und Priorisierung aller relevanten Rahmenbedingungen (gesetzlich, regulatorisch, vertraglich). Die Kandidaten decken dies vollständig ab: GC.7.1.1 adressiert die gesetzlichen Verpflichtungen, GC.7.1.3 die vertraglichen Verpflichtungen (wobei regulatorische Aspekte in der Guidance von GC.7.1.1/GC.7.1.3 implizit oder durch den Kontext der Gesetzgebung abgedeckt sind), GC.7.1.2 die Einbindung zuständiger Stellen zur Sicherstellung der Einhaltung und GC.7.1.4 die Prävention von Verstößen. Da der Zieltext selbst identisch mit Kandidat [1] (GC.7.1) ist und die Unterpunkte die geforderten 'Inhalte der Praktik' konkretisieren, ergibt sich eine vollständige Abdeckung des Verfahrenskonzepts.",,keep,Keine Entscheidung erhalten - als notwendig betrachtet,google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:28:19
GC.7.1,Verfahren und Regelungen,normal-SdT,voll,0.95,GC.7.1.4,Prävention von Verstößen,,normal-SdT,"Der Zieltext GC.7.1 fordert ein Verfahren zur Sammlung, Integration und Priorisierung aller relevanten Rahmenbedingungen (gesetzlich, regulatorisch, vertraglich). Die Kandidaten decken dies vollständig ab: GC.7.1.1 adressiert die gesetzlichen Verpflichtungen, GC.7.1.3 die vertraglichen Verpflichtungen (wobei regulatorische Aspekte in der Guidance von GC.7.1.1/GC.7.1.3 implizit oder durch den Kontext der Gesetzgebung abgedeckt sind), GC.7.1.2 die Einbindung zuständiger Stellen zur Sicherstellung der Einhaltung und GC.7.1.4 die Prävention von Verstößen. Da der Zieltext selbst identisch mit Kandidat [1] (GC.7.1) ist und die Unterpunkte die geforderten 'Inhalte der Praktik' konkretisieren, ergibt sich eine vollständige Abdeckung des Verfahrenskonzepts.",,keep,Keine Entscheidung erhalten - als notwendig betrachtet,google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:28:19
GC.7.1.1,Gesetzliche Verpflichtungen,normal-SdT,voll,1.00,GC.7.1.1,Gesetzliche Verpflichtungen,,normal-SdT,"Die Kandidaten-Anforderung GC.7.1.1 ist eine identische Übereinstimmung (1:1 Match) zum Zieltext. Sie deckt sowohl das Statement (Analyse der gesetzlichen Verpflichtungen) als auch die Guidance (Dokumentation, Definition der Rechtsquellen wie Europarecht, Verfassungsrecht und spezifische Beispiele wie DSGVO, NIS, etc.) vollständig ab.",,keep,"Notwendig: Dieser Kandidat ist eine identische 1:1-Entsprechung zum Zieltext und deckt sowohl die Analyse gesetzlicher Verpflichtungen als auch die zugehörige Guidance (Dokumentation, Rechtsquellen und Beispiele) vollständig ab. Da kein anderer Kandidat im Set vorhanden ist, würde ein Entfernen den einzigen Kernaspekt verlieren lassen.",google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:28:19
GC.7.1.2,Anhörung zuständiger Stellen,normal-SdT,voll,1.00,GC.7.1.2,Anhörung zuständiger Stellen,,normal-SdT,"Die GS++-Anforderung GC.7.1.2 ('Anhörung zuständiger Stellen') wird durch den Kandidaten GC.7.1.2 exakt und vollständig abgedeckt. Sowohl das [statement] als auch das [guidance] sind identisch, wodurch alle inhaltlichen Aspekte (Anhörung zuständiger Stellen wie Rechtsabteilung, Datenschutzbeauftragte etc. zur Einhaltung gesetzlicher Verpflichtungen) abgedeckt sind.",,keep,"Dieser Kandidat entspricht der Zielanforderung exakt und deckt den Kernaspekt vollständig ab: zuständige Stellen zur Einhaltung gesetzlicher Verpflichtungen in der Informationsverarbeitung anhören. Es gibt keinen anderen Kandidaten im Set, der diesen Aspekt alternativ abdeckt; daher ist er notwendig.",google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:28:19
GC.7.1.3,Vertragliche Verpflichtungen,normal-SdT,voll,1.00,GC.7.1.3,Vertragliche Verpflichtungen,,normal-SdT,"Der Kandidat [1] (GC.7.1.3) ist eine identische Kopie der Zielanforderung (GS++). Er deckt den Kernaspekt der Dokumentation vertraglicher Verpflichtungen, die die Verarbeitung von Informationen betreffen, sowie die Definition von vertraglichen Verpflichtungen (unabhängig von der Bezeichnung als Vertrag) vollständig und ohne Redundanz ab.",,keep,"Der Kandidat ist eine identische Abdeckung der Zielanforderung und enthält alle Kernaspekte: Dokumentation vertraglicher Verpflichtungen mit Bezug zur Informationsverarbeitung sowie die zugehörige Definition von 'vertraglichen Verpflichtungen'. Da keine anderen Kandidaten vorhanden sind, ist er notwendig.",google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:28:19
GC.7.1.4,Prävention von Verstößen,normal-SdT,voll,1.00,GC.7.1.4,Prävention von Verstößen,,normal-SdT,"Die Anforderung GC.7.1.4 im Zieltext ist identisch mit dem Kandidaten GC.7.1.4. Da der Kandidat den Text des Zieltexts (Statement und Guidance) eins zu eins abbildet, ist eine vollständige Abdeckung aller Aspekte (Prävention durch Schulungen, Berücksichtigung in Prozessen, Fehlerkultur) gegeben.",,keep,"Der Kandidat ist identisch mit dem Zieltext und deckt alle Kernaspekte der Anforderung vollständig ab (Verfahren zur Prävention gegen Verstöße, inkl. Schulungen, Berücksichtigung in Freigabe-/Testprozessen und Fehlerkultur). Ohne ihn wäre der Zieltext nicht abgedeckt.",google/gemma-4-26b-a4b-it,gpt-5.4-thinking,2026-04-22T15:28:19
