gspp_id,gspp_title,gspp_level,coverage,confidence,gs_ids,gs_titles,rationale,gap_notes,model,timestamp
ASST.5.7,Dokumentation von Wartungen,normal-SdT,teilweise,0.6429,OPS.1.1.2.A11; INF.2.A10; IND.2.4.A1; OPS.1.1.3.A11; OPS.1.1.2.A12,OPS.1.1.2.A11 Dokumentation von IT-Administrationstätigkeiten; INF.2.A10 Inspektion und Wartung der Infrastruktur; IND.2.4.A1 Fernwartung durch Maschinen- und Anlagenbauer; OPS.1.1.3.A11 Kontinuierliche Dokumentation der Informationsverarbeitung; OPS.1.1.2.A12 Regelungen für Wartungs- und Reparaturarbeiten,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BER.3.6,Single-Sign-On,normal-SdT,teilweise,0.6327,SYS.1.2.2.A6; APP.3.1.A1; SYS.1.2.2.A13; SYS.2.2.3.A9; APP.1.4.A10,SYS.1.2.2.A6 Sichere Authentisierung und Autorisierung in Windows Server 2012; APP.3.1.A1 Authentisierung bei Webanwendungen; SYS.1.2.2.A13 Starke Authentifizierung bei Windows Server 2012; SYS.2.2.3.A9 Sichere zentrale Authentisierung der Windows-Clients; APP.1.4.A10 Sichere Authentisierung von Apps,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:24
BER.3.7,Hinweise bei Anmeldefehlern,normal-SdT,teilweise,0.6286,APP.3.1.A1; SYS.2.2.3.A17; SYS.2.1.A37,APP.3.1.A1 Authentisierung bei Webanwendungen; SYS.2.2.3.A17 Verwendung der automatischen Anmeldung; SYS.2.1.A37 Schutz vor unbefugten Anmeldungen,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:24
BER.3.9,Anmeldeversuchsgrenze am System,normal-SdT,teilweise,0.6675,APP.3.1.A1; OPS.1.1.2.A6; SYS.2.1.A37; OPS.2.4.A17; DER.2.3.A5,APP.3.1.A1 Authentisierung bei Webanwendungen; OPS.1.1.2.A6 Schutz administrativer Kennungen; SYS.2.1.A37 Schutz vor unbefugten Anmeldungen; OPS.2.4.A17 Authentisierungsmechanismen bei der Fernwartung; DER.2.3.A5 Schließen des initialen Einbruchswegs,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:24
BER.6.4,Mehr-Faktor-Authentisierung am Perimeter,normal-SdT,teilweise,0.6508,OPS.2.4.A17; APP.3.1.A1; APP.2.2.A13; SYS.1.1.A26; NET.3.3.A11,OPS.2.4.A17 Authentisierungsmechanismen bei der Fernwartung; APP.3.1.A1 Authentisierung bei Webanwendungen; APP.2.2.A13 Zwei-Faktor-Authentifizierung; SYS.1.1.A26 Mehr-Faktor-Authentisierung; NET.3.3.A11 Sichere Anbindung eines externen Netzes,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:24
BER.6.5,Mehr-Faktor-Authentisierung für weitreichende Berechtigungen,normal-SdT,teilweise,0.6553,OPS.2.4.A17; APP.3.1.A1; SYS.1.1.A26; OPS.1.1.2.A6; APP.2.2.A13,OPS.2.4.A17 Authentisierungsmechanismen bei der Fernwartung; APP.3.1.A1 Authentisierung bei Webanwendungen; SYS.1.1.A26 Mehr-Faktor-Authentisierung; OPS.1.1.2.A6 Schutz administrativer Kennungen; APP.2.2.A13 Zwei-Faktor-Authentifizierung,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:24
BES.7.1,Eingangskontrolle,normal-SdT,teilweise,0.6319,OPS.1.1.6.A9; CON.4.A7; SYS.2.1.A12; OPS.1.1.6.A10; CON.4.A6,OPS.1.1.6.A9 Beschaffung von Test-Software; CON.4.A7 überprüfung der Lieferung von Standardsoftware; SYS.2.1.A12 Kompatibilitätsprüfung von Software; OPS.1.1.6.A10 Erstellung eines Abnahmeplans; CON.4.A6 Auswahl einer geeigneten Standardsoftware,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.7.1.1,Test der Kompatibilität,normal-SdT,teilweise,0.6285,OPS.2.2.A6; OPS.2.1.A3; OPS.2.1.A1; OPS.2.1.A11; SYS.2.1.A12,OPS.2.2.A6 Planung der sicheren Einbindung von Cloud-Diensten; OPS.2.1.A3 Auswahl eines geeigneten Outsourcing-Dienstleisters; OPS.2.1.A1 Festlegung der Sicherheitsanforderungen für Outsourcing-Vorhaben; OPS.2.1.A11 Planung und Aufrechterhaltung der Informationssicherheit im laufenden Outsourcing-Betrieb; SYS.2.1.A12 Kompatibilitätsprüfung von Software,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
DET.4.2,Automatische Angriffserkennung,normal-SdT,teilweise,0.6442,DER.1.A5; SYS.1.2.2.A11; SYS.1.1.A27; IND.1.A10; DER.1.A9,"DER.1.A5 Einsatz von mitgelieferten Systemfunktionen zur Detektion; SYS.1.2.2.A11 Angriffserkennung bei Windows Server 2012; SYS.1.1.A27 Hostbasierte Angriffserkennung; IND.1.A10 Monitoring, Protokollierung und Detektion; DER.1.A9 Einsatz zusätzlicher Detektionssysteme",N/A,N/A,text-embedding-3-small,2026-04-21T09:10:24
DLS.2.1,Mehr-Faktor-Authentifizierung,normal-SdT,teilweise,0.6205,APP.2.2.A13; ORP.4.A21; OPS.2.4.A17; SYS.1.1.A26; APP.3.1.A1,APP.2.2.A13 Zwei-Faktor-Authentifizierung; ORP.4.A21 Mehr-Faktor-Authentisierung; OPS.2.4.A17 Authentisierungsmechanismen bei der Fernwartung; SYS.1.1.A26 Mehr-Faktor-Authentisierung; APP.3.1.A1 Authentisierung bei Webanwendungen,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
GEB.10.1,Klimatisierung,normal-SdT,teilweise,0.6445,INF.2.A16; INF.2.A5; INF.6.A7; INF.1.A28,INF.2.A16 Klimatisierung im Rechenzentrum; INF.2.A5 Einhaltung der Lufttemperatur und -feuchtigkeit; INF.6.A7 Einhaltung von klimatischen Bedingungen; INF.1.A28 Klimatisierung für Menschen,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
GEB.10.1.2,Klimamessung,normal-SdT,teilweise,0.6771,INF.2.A5; INF.2.A16; INF.2.A11; INF.2.A17; INF.6.A7,INF.2.A5 Einhaltung der Lufttemperatur und -feuchtigkeit; INF.2.A16 Klimatisierung im Rechenzentrum; INF.2.A11 Automatisierte überwachung der Infrastruktur; INF.2.A17 Brandfrüherkennung; INF.6.A7 Einhaltung von klimatischen Bedingungen,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
KONF.7.3,Host-basierte Angriffserkennung,erhöht,teilweise,0.6552,SYS.1.1.A27; SYS.1.2.2.A11,SYS.1.1.A27 Hostbasierte Angriffserkennung; SYS.1.2.2.A11 Angriffserkennung bei Windows Server 2012,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:24
PERS.2.2,Rollen,normal-SdT,teilweise,0.6096,ISMS.1.A6,ISMS.1.A6 Aufbau einer geeigneten Organisationsstruktur für Informationssicherheit,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
PERS.5.1,Maßregelung,normal-SdT,teilweise,0.6026,CON.3.A10,CON.3.A10 Verpflichtung der Mitarbeiter zur Datensicherung,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
SENS.10.4,Systemadministration - Strukturierte Verkabelung,normal-SdT,teilweise,0.6347,INF.2.A23; INF.4.A3; INF.4.A2; INF.4.A9,INF.2.A23 Sicher strukturierte Verkabelung im Rechenzentrum; INF.4.A3 Fachgerechte Installation; INF.4.A2 Planung der Kabelführung; INF.4.A9 Dokumentation und Kennzeichnung der IT-Verkabelung,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
ARCH.2.2.11,Physische Segmentierung,erhöht,teilweise,0.6697,NET.1.1.A31; NET.1.1.A23; NET.1.1.A33; NET.1.1.A22; NET.1.1.A4,NET.1.1.A31 Physische Trennung von Sicherheitssegmenten; NET.1.1.A23 Trennung von Sicherheitssegmenten; NET.1.1.A33 Mikrosegmentierung des Netzes; NET.1.1.A22 Spezifikation des Segmentierungskonzepts; NET.1.1.A4 Netztrennung in Sicherheitszonen,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
ARCH.8.3,Redundante Server,erhöht,teilweise,0.6672,APP.3.2.A15; SYS.1.2.2.A12; SYS.1.1.A28; NET.3.4.A13; CON.5.A13,APP.3.2.A15 Redundanz; SYS.1.2.2.A12 Redundanz und Hochverfügbarkeit; SYS.1.1.A28 Redundanz; NET.3.4.A13 Einsatz von Hochverfügbarkeitslösungen; CON.5.A13 Entwicklung eines Redundanzkonzeptes für Anwendungen,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:24
ASST.5.3,Autorisierung von Wartungen,erhöht,teilweise,0.6373,OPS.1.1.2.A12; CON.5.A5; INF.2.A10; IND.2.4.A1; ORP.1.A12,OPS.1.1.2.A12 Regelungen für Wartungs- und Reparaturarbeiten; CON.5.A5 Sicherer Betrieb einer Fachanwendung; INF.2.A10 Inspektion und Wartung der Infrastruktur; IND.2.4.A1 Fernwartung durch Maschinen- und Anlagenbauer; ORP.1.A12 Regelungen für Wartungs- und Reparaturarbeiten,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
GEB.5.5,Physische Mikrosegmentierung,erhöht,teilweise,0.6469,NET.1.1.A31; NET.1.1.A22; NET.1.1.A23; NET.1.1.A6,NET.1.1.A31 Physische Trennung von Sicherheitssegmenten; NET.1.1.A22 Spezifikation des Segmentierungskonzepts; NET.1.1.A23 Trennung von Sicherheitssegmenten; NET.1.1.A6 Endgeräte-Segmentierung im internen Netz,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
GEB.9.1.2,Dedizierte Elektrounterverteilung,erhöht,teilweise,0.6048,INF.2.A25,INF.2.A25 Redundante Auslegung von unterbrechungsfreien Stromversorgungen,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
GEB.9.1.3,Redundante Stromversorgung,erhöht,teilweise,0.7135,INF.2.A25; INF.2.A3; SYS.1.1.A15; SYS.2.1.A39,INF.2.A25 Redundante Auslegung von unterbrechungsfreien Stromversorgungen; INF.2.A3 Einsatz einer unterbrechungsfreien Stromversorgung; SYS.1.1.A15 Unterbrechungsfreie und stabile Stromversorgung; SYS.2.1.A39 Unterbrechungsfreie und stabile Stromversorgung,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
GEB.9.1.4,Langanhaltende Sekundärversorgung,erhöht,teilweise,0.6545,INF.2.A3; INF.2.A26; INF.2.A25; INF.3.A13,INF.2.A3 Einsatz einer unterbrechungsfreien Stromversorgung; INF.2.A26 Redundante Auslegung von Netzersatzanlagen; INF.2.A25 Redundante Auslegung von unterbrechungsfreien Stromversorgungen; INF.3.A13 Sekundär-Energieversorgung,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
KONF.6.16,Datenaustausch in der Virtualisierung,erhöht,teilweise,0.6281,SYS.1.5.A2; SYS.1.5.A16; SYS.1.5.A11; SYS.1.5.A15,SYS.1.5.A2 Sicherer Einsatz virtueller IT-Systeme; SYS.1.5.A16 Kapselung der virtuellen Maschinen; SYS.1.5.A11 Administration der Virtualisierungsinfrastruktur über ein gesondertes Managementnetz; SYS.1.5.A15 Betrieb von Gast-Betriebssystemen mit unterschiedlichem Schutzbedarf,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:24
KONF.7.4,Angriffserkennung anhand von Netzverkehr,erhöht,teilweise,0.6386,DER.1.A9; SYS.1.1.A27; SYS.1.2.2.A11; DER.1.A5,DER.1.A9 Einsatz zusätzlicher Detektionssysteme; SYS.1.1.A27 Hostbasierte Angriffserkennung; SYS.1.2.2.A11 Angriffserkennung bei Windows Server 2012; DER.1.A5 Einsatz von mitgelieferten Systemfunktionen zur Detektion,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:24
ARCH.1.1.2,Zuweisung der Aufgaben,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
ARCH.2.2.12,Sprungserver,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
ARCH.3.2,Einschränkung in Sicherheitsbereichen,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
ARCH.5.1.3,TCP-basierte Angriffe,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
ARCH.5.1.12,Software-definierte Verbindungen,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
ARCH.6.1,Kontrollierte Verbindungsführung,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
ARCH.7.1,Dedizierte Hostsysteme für Server,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
ARCH.9.2,Lastverteilung,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:24
ARCH.9.3,Automatische Skalierung,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:24
ARCH.9.4,Content Delivery Network,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:24
ASST.1.1,Verfahren und Regelungen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
ASST.2.3,Inventar der Anwendungen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
ASST.2.3.2,Software Bill of Materials (SBOM),normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
ASST.3.1,Nutzungsvereinbarungen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
ASST.3.2,Entfernung nicht erforderlicher Rest- oder Zusatzdaten,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
ASST.3.3,Kennzeichnung,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
ASST.3.5,Tainting,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
ASST.3.6,Verifikation,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
ASST.3.7,Pseudonymisierung,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
ASST.3.8,Anonymisierung,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
ASST.3.10,Autorisierung von Datenlokationen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
ASST.3.13,Lagerung physischer Assets,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
ASST.3.14,Reserve physischer Assets,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
ASST.3.15,Ausleihe physischer Assets,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
ASST.4.3,Autorisierung von Veröffentlichungen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
ASST.4.4,Nachweis des Zugangs,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
ASST.6.1,Abhandenkommen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
ASST.6.2,Rückkehr abhandengekommener Assets,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
ASST.6.3,Konformitätsprüfung,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
ASST.7.4,Wiederherstelltest,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
ASST.7.7,Beschriftungen entfernen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BER.2.1,Person-Identität,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:24
BER.2.3,Stammdatenprüfung,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:24
BER.2.5,Deaktivierung bei Weggang,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:24
BER.3.4,Identität-Zugangskonto,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:24
BER.3.15,Keine Gruppenkonten,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:24
BER.3.18,Gruppenkonten - Passwortwechsel bei Weggang,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:24
BER.3.21,Notfallzugang,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:24
BER.5.4,Kompromittierte Berechtigungsmittel,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:24
BER.6.7,Trivialpasswörter,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:24
BER.6.8,Kriterien für die Qualität von Passwörtern,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:24
BER.6.10,Monitoring von Zugangsdaten,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:24
BER.7.2,Schlüssellänge,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:24
BER.7.5,Kriterien für die Qualität von Zufallszahlen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:24
BER.7.9,Zweckbindung,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:24
BER.7.16,Vorgaben für die Schlüsselbeglaubigung,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:24
BER.7.16.1,Zertifizierungsstelle,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:24
BER.7.16.4,Revocation,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:24
BER.7.16.5,Beglaubigungsstatus,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:24
BER.7.16.6,Revocationstatus,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:24
BES.1.1,Verfahren und Regelungen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.1.1.3,Bekanntgabe,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.1.3,Lieferanten- und Dienstleisterverzeichnis,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.1.3.1,Gesamte Lieferkette,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.2.1.1,Verwendungszweck,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.2.1.2,Geschäftsprozessprofile,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.2.1.6,Support- und Wartungsverträge,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.2.2,Dokumentation des Rechtsraums und der Datenlokation,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.2.3,Vereinbarung des Rechtsraums und der Datenlokation,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.2.4,Anhörung Nutzender,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.3.1,Klassifizierung von Lieferantenbeziehungen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.3.2.1,Zertifizierte Lieferanten,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.3.2.2,Quellendiversifikation,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.3.3,Unzuverlässige Lieferanten,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.4.1,Klassifizierung von Beschaffungsvorhaben,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.4.5,Security by Design,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.4.5.1,Entwicklung nach einem Sicherheitslebenszyklus,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.4.6,Security by Default,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.4.6.3,Manipulationsschutz,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.4.8,Konformitätsnachweise,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.4.8.1,Zertifizierung,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.4.9,Sicherheitsüberprüfung (extern),erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.5.3,Compliance-Verpflichtungen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.5.4,Informationssicherheitskontrollmechanismen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.5.5.1,Datenlokationen,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.5.6,Vergabe von Unteraufträgen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.5.6.1,Weitergabe der Beschaffungskriterien,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.5.6.2,Autorisierung von Unterauftragnehmern,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.5.6.3,Nachverfolgbarkeit der Lieferkette,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.5.8,Rechte für geistges Eigentum,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.5.10.3,Schwachstellenbehebung,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.5.10.4,Konfliktlösungsprozesse,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.5.10.5,Konsequenzen bei Verstößen,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.6.1,Entziehung der Zugangsberechtigungen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.6.4,Übertragung von Supportdienstleistungen,erhöht,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
BES.6.5,Behandlung aufzubewahrender Aufzeichnungen,normal-SdT,keine,0.0,,,N/A,N/A,text-embedding-3-small,2026-04-21T09:10:23
