gspp_id,gspp_title,gspp_level,coverage,confidence,gs_id,gs_title,gs_baustein,gs_level,rationale,gap_notes,decision,discriminator_reasoning,original_model,discriminator_model,timestamp
GC.5.1.1,Festlegung der Geschäftsprozesse,normal-SdT,voll,0.99,GC.5.1.1,Festlegung der Geschäftsprozesse,,normal-SdT,"Die Kandidatenanfrage entspricht inhaltlich exakt der GS++-Anforderung. GC.5.1.1 fordert ausdrücklich, dass Governance und Compliance die für den Geltungsbereich relevanten Geschäftsprozesse festlegt; der identische Wortlaut und der gleiche Regelungsgehalt sind in GC.5.1.1 enthalten. Keine weiteren Kandidaten sind dafür erforderlich.",,keep,"Diese Anforderung ist inhaltlich identisch mit der GS++-Anforderung und deckt den einzigen Kernaspekt vollständig ab: die für den Geltungsbereich relevanten Geschäftsprozesse festzulegen. Es gibt keine weitere Anforderung im Set, die diesen Aspekt alternativ oder spezifischer abdeckt.",gpt-5.4-mini,gpt-5.4-thinking,2026-04-22T14:30:48
GC.5.1.2,Festlegung des Schutzbedarfs,normal-SdT,voll,0.99,GC.5.1.2,Festlegung des Schutzbedarfs,,normal-SdT,GC.5.1.2 ist eine direkte inhaltliche und textgleiche Entsprechung der Grundschutz++-Anforderung „Festlegung des Schutzbedarfs“. Sie fordert ebenfalls die Einstufung des Schutzbedarfs relevanter Geschäftsprozesse und Informationsarten unter Berücksichtigung der Geschäftsziele und in Absprache mit der Institutionsleitung; auch die Einstufung in „normal“ oder „hoch“ sowie die Begründung über existenzbedrohenden Schaden bzw. besonders vertrauliche Informationen sind identisch beschrieben.,,keep,"Nicht redundant: Die Anforderung bildet die GS++-Kernaspekte direkt und vollständig ab, insbesondere die Festlegung des Schutzbedarfs relevanter Geschäftsprozesse und Informationsarten unter Berücksichtigung der Geschäftsziele sowie in Abstimmung mit der Institutionsleitung; zudem enthält sie die Einstufungskriterien und Schwellwerte ('normal'/'hoch'). Da im Set keine weitere Anforderung vorhanden ist, würde ein Entfernen den einzigen vollständigen Vertreter verlieren.",gpt-5.4-mini,gpt-5.4-thinking,2026-04-22T14:30:48
GC.5.1.3,Geschäftsprozesse mit hohem Schutzbedarf,normal-SdT,teilweise,0.96,GC.5.1,Vorgehen bei der Infomationssicherheitseinstufung,,normal-SdT,"GC.5.1 deckt den Kern der Anforderung ab, weil dort ein Verfahren zur systematischen Festlegung des Schutzbedarfs von Geschäftsprozessen und verarbeiteten Informationen verlangt wird, inklusive der Unterscheidung normal/hoch. GC.5.1.2 konkretisiert die Einstufung des Schutzbedarfs relevanter Geschäftsprozesse und Informationsarten unter Berücksichtigung der Geschäftsziele und in Absprache mit der Institutionsleitung. Gegenüber GC.5.1.3 fehlt jedoch die explizite Forderung nach einer dedizierten Risikobetrachtung in einem separaten Dokument mit verbindlichen Vorgaben zur Risikomethodik; daher nur teilweise Abdeckung.","Nicht abgedeckt sind die explizite Risikobetrachtung als eigenständiges Vorgehen sowie die Vorgabe, dass die Risikomethodik in einem separaten Dokument verbindlich festgelegt wird.",keep,"Dieser Kandidat ist der einzige im Set und deckt den engsten relevanten Kernaspekt ab: die Einstufung bzw. Festlegung des Schutzbedarfs von Geschäftsprozessen und verarbeiteten Informationen, einschließlich der Unterscheidung 'hoch'. Auch wenn die explizite dedizierte Risikobetrachtung in separatem Dokument nicht genannt ist, darf die Anforderung nicht entfernt werden, da sonst kein Kandidat mehr für die Beschreibung der Geschäftsprozesse mit hohem Schutzbedarf verbleibt.",gpt-5.4-mini,gpt-5.4-thinking,2026-04-22T14:30:48
GC.6.1,Festlegung von Zielen für die Informationssicherheit,normal-SdT,voll,0.99,GC.6.1,Festlegung von Zielen für die Informationssicherheit,,normal-SdT,"Die Kandidatenanforderung GC.6.1 ist inhaltlich identisch mit der GS++-Anforderung GC.6.1. Beide verlangen, dass Governance und Compliance konkrete und messbare Informationssicherheitsziele auf Basis der identifizierten Rahmenbedingungen festlegt; auch die Hinweise zu Bezug zu Geschäftszielen, Messbarkeit und Berücksichtigung des Kontexts stimmen überein.",,keep,"Nicht redundant: Die Anforderung deckt alle Kernaspekte der GS++-Vorgabe ab, nämlich die Festlegung konkreter und messbarer Informationssicherheitsziele auf Basis der identifizierten Rahmenbedingungen; zusätzlich werden Kontext, interessierte Parteien und Bezug zu Geschäftszielen inhaltlich mit abgedeckt. Es gibt keinen spezifischeren oder alternativen Kandidaten im Set.",gpt-5.4-mini,gpt-5.4-thinking,2026-04-22T14:30:48
GC.6.1.1,Festlegung einer Sicherheitsstrategie,normal-SdT,voll,0.99,GC.6.1.1,Festlegung einer Sicherheitsstrategie,,normal-SdT,"Die Kandidatenanforderung GC.6.1.1 ist inhaltlich identisch mit der GS++-Anforderung GC.6.1.1. Beide verlangen, dass Governance und Compliance gemeinsam mit der Institutionsleitung eine grundlegende Sicherheitsstrategie zur Erreichung der Informationssicherheitsziele festlegen. Die Zielrichtung, der übergeordnete strategische Ansatz und die Prinzipien stimmen vollständig überein.",,keep,"Nicht redundant: Die Anforderung beschreibt den Kernaspekt der Festlegung einer grundlegenden Sicherheitsstrategie gemeinsam mit der Institutionsleitung. Im Set gibt es keinen anderen Kandidaten, der diesen strategischen Gesamtaspekt abdeckt.",gpt-5.4-mini,gpt-5.4-thinking,2026-04-22T14:30:48
GC.6.1.2,Verpflichtung der Institutionsleitung,normal-SdT,voll,0.99,GC.6.1.2,Verpflichtung der Institutionsleitung,,normal-SdT,"Die Kandidatenanforderung GC.6.1.2 ist inhaltlich identisch zur Grundschutz++-Anforderung GC.6.1.2. Beide verlangen die formale Zuordnung der Verpflichtung der Institutionsleitung und beschreiben dieselben Kernelemente der Gesamtverantwortung, Bestätigung und Überwachung der Informationssicherheitsziele sowie die Förderung des ISMS.",,keep,"Notwendig, da diese Anforderung die GS++-Anforderung inhaltlich vollständig und ohne Redundanz abdeckt: formale Zuweisung der Verpflichtung der Institutionsleitung, Übernahme der Gesamtverantwortung, Bestätigung und Überwachung der Informationssicherheitsziele sowie Förderung des ISMS. Es gibt keinen alternativen Kandidaten im Set, der diese Kernaspekte eigenständig abdeckt.",gpt-5.4-mini,gpt-5.4-thinking,2026-04-22T14:30:48
GC.6.1.3,Erstellung einer Sicherheitsleitlinie,normal-SdT,voll,0.99,GC.6.1.3,Erstellung einer Sicherheitsleitlinie,,normal-SdT,"Die GS++-Anforderung GC.6.1.3 wird durch den identischen Kandidaten GC.6.1.3 vollständig abgedeckt. Beide verlangen die Festlegung einer für die Institution passenden Sicherheitsleitlinie; die Beschreibung nennt inhaltlich dieselben Kernelemente wie Gesamtverantwortung der Leitung, Informationssicherheitsziele, Strategie, Rollen/Zuständigkeiten und kontinuierliche Verbesserung. Weitere Kandidaten sind hierfür nicht erforderlich.",,keep,"Notwendig, da dies die einzige Anforderung im Set ist und den vollständigen Kernaspekt der GS++-Anforderung abdeckt: Festlegung einer für die Institution passenden Sicherheitsleitlinie inkl. der in der Beschreibung genannten Inhalte (Verantwortung der Leitung, Ziele, Strategie, Rollen/Zuständigkeiten, kontinuierliche Verbesserung).",gpt-5.4-mini,gpt-5.4-thinking,2026-04-22T14:30:48
GC.6.1.4,Freigabe der Sicherheitsleitlinie,normal-SdT,voll,0.99,GC.6.1.4,Freigabe der Sicherheitsleitlinie,,normal-SdT,"GC.6.1.4 aus der Kandidatenliste ist inhaltlich identisch mit der Grundschutz++-Anforderung: Beide verlangen, dass die festgelegte Sicherheitsleitlinie durch die Institutionsleitung autorisiert bzw. freigegeben wird. Es gibt keine inhaltlichen Abweichungen, weder in der Regelungsart noch in der Detailtiefe.",,keep,Die Anforderung ist inhaltlich identisch zur GS++-Anforderung und deckt den einzigen Kernaspekt vollständig ab: Freigabe/Autorisierung der Sicherheitsleitlinie durch die Institutionsleitung. Es gibt keine redundante Alternative im Set.,gpt-5.4-mini,gpt-5.4-thinking,2026-04-22T14:30:48
GC.7.1,Verfahren und Regelungen,normal-SdT,teilweise,0.96,GC.2.1,Festlegung des externen Kontextes der Institution,,normal-SdT,"GC.7.1 ist bereits die Ausgangsanforderung und deckt die Forderung nach einem Verfahren zur Sammlung, Integration und Priorisierung relevanter Rahmenbedingungen direkt ab. Inhaltlich passend ergänzen GC.2.1 (Verfahren zur Sammlung, Integration und Priorisierung externer Rahmenbedingungen), GC.7.1.1 (Analyse gesetzlicher Verpflichtungen), GC.7.1.3 (Zusammenstellung vertraglicher Verpflichtungen) und GC.7.1.2 (Anhörung zuständiger Stellen) die konkret benannten Bestandteile des Compliance-Managements. Zusammen bilden sie den Kern des geforderten Verfahrens für die Ermittlung und Behandlung von Compliance-Rahmenbedingungen ab.","Die GS++-Formulierung ist breiter als die Kandidaten der klassischen Grundschutzliste: Sie verlangt ein Verfahren zur Sammlung, Integration und Priorisierung aller für das Informationssicherheitsmanagement relevanten Rahmenbedingungen, ausdrücklich inklusive aller gesetzlichen, regulatorischen und vertraglichen Verpflichtungen. Die Kandidaten decken vor allem externe Rahmenbedingungen sowie gesetzliche und vertragliche Verpflichtungen ab, aber die explizite Priorisierung aller Compliance-Anforderungen und die umfassende Integration aller relevanten Rahmenbedingungen werden nur implizit angesprochen. Deshalb keine vollständige Abdeckung durch die klassischen Anforderungen.",keep,Keine Entscheidung erhalten - als notwendig betrachtet,gpt-5.4-mini,gpt-5.4-thinking,2026-04-22T14:30:48
GC.7.1,Verfahren und Regelungen,normal-SdT,teilweise,0.96,GC.7.1.1,Gesetzliche Verpflichtungen,,normal-SdT,"GC.7.1 ist bereits die Ausgangsanforderung und deckt die Forderung nach einem Verfahren zur Sammlung, Integration und Priorisierung relevanter Rahmenbedingungen direkt ab. Inhaltlich passend ergänzen GC.2.1 (Verfahren zur Sammlung, Integration und Priorisierung externer Rahmenbedingungen), GC.7.1.1 (Analyse gesetzlicher Verpflichtungen), GC.7.1.3 (Zusammenstellung vertraglicher Verpflichtungen) und GC.7.1.2 (Anhörung zuständiger Stellen) die konkret benannten Bestandteile des Compliance-Managements. Zusammen bilden sie den Kern des geforderten Verfahrens für die Ermittlung und Behandlung von Compliance-Rahmenbedingungen ab.","Die GS++-Formulierung ist breiter als die Kandidaten der klassischen Grundschutzliste: Sie verlangt ein Verfahren zur Sammlung, Integration und Priorisierung aller für das Informationssicherheitsmanagement relevanten Rahmenbedingungen, ausdrücklich inklusive aller gesetzlichen, regulatorischen und vertraglichen Verpflichtungen. Die Kandidaten decken vor allem externe Rahmenbedingungen sowie gesetzliche und vertragliche Verpflichtungen ab, aber die explizite Priorisierung aller Compliance-Anforderungen und die umfassende Integration aller relevanten Rahmenbedingungen werden nur implizit angesprochen. Deshalb keine vollständige Abdeckung durch die klassischen Anforderungen.",keep,Keine Entscheidung erhalten - als notwendig betrachtet,gpt-5.4-mini,gpt-5.4-thinking,2026-04-22T14:30:48
GC.7.1,Verfahren und Regelungen,normal-SdT,teilweise,0.96,GC.7.1.3,Vertragliche Verpflichtungen,,normal-SdT,"GC.7.1 ist bereits die Ausgangsanforderung und deckt die Forderung nach einem Verfahren zur Sammlung, Integration und Priorisierung relevanter Rahmenbedingungen direkt ab. Inhaltlich passend ergänzen GC.2.1 (Verfahren zur Sammlung, Integration und Priorisierung externer Rahmenbedingungen), GC.7.1.1 (Analyse gesetzlicher Verpflichtungen), GC.7.1.3 (Zusammenstellung vertraglicher Verpflichtungen) und GC.7.1.2 (Anhörung zuständiger Stellen) die konkret benannten Bestandteile des Compliance-Managements. Zusammen bilden sie den Kern des geforderten Verfahrens für die Ermittlung und Behandlung von Compliance-Rahmenbedingungen ab.","Die GS++-Formulierung ist breiter als die Kandidaten der klassischen Grundschutzliste: Sie verlangt ein Verfahren zur Sammlung, Integration und Priorisierung aller für das Informationssicherheitsmanagement relevanten Rahmenbedingungen, ausdrücklich inklusive aller gesetzlichen, regulatorischen und vertraglichen Verpflichtungen. Die Kandidaten decken vor allem externe Rahmenbedingungen sowie gesetzliche und vertragliche Verpflichtungen ab, aber die explizite Priorisierung aller Compliance-Anforderungen und die umfassende Integration aller relevanten Rahmenbedingungen werden nur implizit angesprochen. Deshalb keine vollständige Abdeckung durch die klassischen Anforderungen.",keep,Keine Entscheidung erhalten - als notwendig betrachtet,gpt-5.4-mini,gpt-5.4-thinking,2026-04-22T14:30:48
GC.7.1,Verfahren und Regelungen,normal-SdT,teilweise,0.96,GC.7.1.2,Anhörung zuständiger Stellen,,normal-SdT,"GC.7.1 ist bereits die Ausgangsanforderung und deckt die Forderung nach einem Verfahren zur Sammlung, Integration und Priorisierung relevanter Rahmenbedingungen direkt ab. Inhaltlich passend ergänzen GC.2.1 (Verfahren zur Sammlung, Integration und Priorisierung externer Rahmenbedingungen), GC.7.1.1 (Analyse gesetzlicher Verpflichtungen), GC.7.1.3 (Zusammenstellung vertraglicher Verpflichtungen) und GC.7.1.2 (Anhörung zuständiger Stellen) die konkret benannten Bestandteile des Compliance-Managements. Zusammen bilden sie den Kern des geforderten Verfahrens für die Ermittlung und Behandlung von Compliance-Rahmenbedingungen ab.","Die GS++-Formulierung ist breiter als die Kandidaten der klassischen Grundschutzliste: Sie verlangt ein Verfahren zur Sammlung, Integration und Priorisierung aller für das Informationssicherheitsmanagement relevanten Rahmenbedingungen, ausdrücklich inklusive aller gesetzlichen, regulatorischen und vertraglichen Verpflichtungen. Die Kandidaten decken vor allem externe Rahmenbedingungen sowie gesetzliche und vertragliche Verpflichtungen ab, aber die explizite Priorisierung aller Compliance-Anforderungen und die umfassende Integration aller relevanten Rahmenbedingungen werden nur implizit angesprochen. Deshalb keine vollständige Abdeckung durch die klassischen Anforderungen.",keep,Keine Entscheidung erhalten - als notwendig betrachtet,gpt-5.4-mini,gpt-5.4-thinking,2026-04-22T14:30:48
GC.7.1.1,Gesetzliche Verpflichtungen,normal-SdT,voll,0.99,GC.7.1.1,Gesetzliche Verpflichtungen,,normal-SdT,"GC.7.1.1 deckt die GS++-Anforderung inhaltlich vollständig ab: Beide fordern die Analyse bzw. Dokumentation der gesetzlichen Verpflichtungen, die die Informationsverarbeitung der Institution betreffen. Inhalt, Regelungsart und Detaillierung sind praktisch identisch.",,keep,"Nicht redundant: Die Anforderung ist der einzige Kandidat und deckt den Kernaspekt der GS++-Vorgabe unmittelbar ab, nämlich die Analyse bzw. Dokumentation der gesetzlichen Verpflichtungen, die die Verarbeitung von Informationen durch die Institution betreffen. Ohne sie würde der gesamte Regelungsinhalt verloren gehen.",gpt-5.4-mini,gpt-5.4-thinking,2026-04-22T14:30:48
GC.7.1.2,Anhörung zuständiger Stellen,normal-SdT,voll,0.99,GC.7.1.2,Anhörung zuständiger Stellen,,normal-SdT,"GC.7.1.2 deckt die GS++-Anforderung identisch ab: Beide fordern, dass Governance und Compliance für die Einhaltung gesetzlicher Verpflichtungen zuständige Stellen in der Institution anhört. Auch die Beispiele in der Guidance (z. B. Rechtsabteilung, Datenschutz, Brandschutz, Fachverantwortliche) stimmen inhaltlich überein.",,keep,"Diese Anforderung bildet die GS++-Anforderung vollständig und identisch ab: Sie fordert die Anhörung der für die Einhaltung gesetzlicher Verpflichtungen in der Informationsverarbeitung zuständigen Stellen. Es gibt im Set keinen anderen Kandidaten, der diesen Kernaspekt abdeckt; daher ist sie notwendig.",gpt-5.4-mini,gpt-5.4-thinking,2026-04-22T14:30:48
GC.7.1.3,Vertragliche Verpflichtungen,normal-SdT,voll,0.99,GC.7.1.3,Vertragliche Verpflichtungen,,normal-SdT,"GC.7.1.3 deckt die GS++-Anforderung inhaltlich identisch ab: Beide verlangen die Dokumentation vertraglicher Verpflichtungen, die die Verarbeitung von Informationen durch die Institution betreffen. Die Definition von vertraglichen Verpflichtungen ist ebenfalls deckungsgleich.",,keep,"Notwendig, da diese Anforderung den einzigen Kernaspekt der GS++-Anforderung vollständig abdeckt: die Dokumentation vertraglicher Verpflichtungen, die die Verarbeitung von Informationen betreffen. Es gibt keine alternative GS-Anforderung im Set, die diesen Aspekt abdeckt.",gpt-5.4-mini,gpt-5.4-thinking,2026-04-22T14:30:48
GC.7.1.4,Prävention von Verstößen,normal-SdT,teilweise,0.67,GC.1.1,Errichtung und Aufrechterhaltung eines ISMS,,normal-SdT,"GC.1.1 behandelt allgemein die Errichtung und Aufrechterhaltung eines ISMS mit Verfahren und Regelungen. Damit ist der organisatorische Rahmen für präventive Maßnahmen gegen Verstöße grundsätzlich mitgedacht. Die spezifische GS++-Anforderung GC.7.1.4 verlangt jedoch ausdrücklich Verfahren zur Prävention von Verstößen, z. B. zielgruppengerechte Schulungen, Einbindung von Compliance-Verpflichtungen in Freigabe- und Testprozesse sowie Förderung einer konstruktiven Fehlerkultur. Diese konkreten Präventionsmechanismen werden in GC.1.1 nicht inhaltlich ausgeführt.","Nicht abgedeckt sind die konkreten Präventionsverfahren gegen Verstöße wie Schulungen, Compliance-Prüfungen in Freigabe-/Testprozessen und Maßnahmen zur Fehlerkultur. Die generische ISMS-Verfahrensanforderung ersetzt keine spezifische Compliance-Prävention.",keep,"Die Anforderung ist der einzige Kandidat im Set und liefert den notwendigen organisatorischen Rahmen für Verfahren und Regelungen. Auch wenn sie die spezifischen Präventionsmaßnahmen (z. B. Schulungen, Compliance-Prüfungen in Freigabe-/Testprozessen, Fehlerkultur) nicht explizit ausformuliert, würde ohne sie kein GS-Kandidat mehr einen Kernaspekt der geforderten Verankerung von Verfahren abdecken.",gpt-5.4-mini,gpt-5.4-thinking,2026-04-22T14:30:48
