gspp_id,gspp_title,gspp_level,coverage,confidence,gs_ids,gs_titles,rationale,gap_notes,model,timestamp
GC.6.1,Festlegung von Zielen für die Informationssicherheit,normal-SdT,voll,0.96,ISMS.1.A3,ISMS.1.A3: Erstellung einer Leitlinie zur Informationssicherheit,"ISMS.1.A3 fordert, dass die Institutionsleitung eine Informationssicherheitsleitlinie verabschiedet, die Sicherheitsziele beschreibt und den Bezug dieser Sicherheitsziele zu den Geschäftszielen und Aufgaben der Institution erläutert. Damit ist die in GC.6.1 geforderte Festlegung konkreter Ziele für die Informationssicherheit auf Basis der Rahmenbedingungen inhaltlich am engsten abgedeckt. Zwar nennt GS++ zusätzlich ausdrücklich messbare und konkrete Ziele sowie Berücksichtigung interessierter Parteien und Kontext, aber die Kernforderung nach Zieldefinition im Rahmen der Leitlinie ist durch ISMS.1.A3 vollständig adressiert; die Messbarkeit ist eher Präzisierung als eigenständiger zusätzlicher Inhalt in der Kandidatenliste.","Die explizite Forderung nach messbaren, konkret quantifizierten Zielen sowie nach Berücksichtigung interessierter Parteien und des Kontexts wird in ISMS.1.A3 nicht ausdrücklich genannt. Für eine strenge Auslegung könnte daher nur eine teilweise Deckung angenommen werden; inhaltlich besteht jedoch die wesentliche Übereinstimmung über Sicherheitsziele mit Geschäftsbezug.",gpt-5.4-mini,2026-04-21T09:50:43
GC.6.1.1,Festlegung einer Sicherheitsstrategie,normal-SdT,voll,0.97,ISMS.1.A2; ISMS.1.A3,ISMS.1.A2: Festlegung der Sicherheitsziele und -strategie; ISMS.1.A3: Erstellung einer Leitlinie zur Informationssicherheit,"GC.6.1.1 fordert die gemeinsame Festlegung einer grundlegenden Sicherheitsstrategie durch Governance/Compliance und Institutionsleitung. ISMS.1.A2 deckt dies unmittelbar ab, da die Institutionsleitung Sicherheitsziele sowie eine Strategie für Informationssicherheit festlegen und dokumentieren muss. ISMS.1.A3 ergänzt dies inhaltlich durch die übergeordnete Leitlinie, die die wichtigsten Aspekte der Sicherheitsstrategie und den Bezug zu den Sicherheitszielen beschreibt. Zusammen ist die geforderte Festlegung einer Sicherheitsstrategie vollständig abgedeckt.",,gpt-5.4-mini,2026-04-21T09:50:43
GC.6.1.2,Verpflichtung der Institutionsleitung,normal-SdT,voll,0.90,ISMS.1.A1; ISMS.1.A4; ISMS.1.A2; ISMS.1.A3; ORP.3.A1,ISMS.1.A1: Übernahme der Gesamtverantwortung für Informationssicherheit durch die Leitung; ISMS.1.A4: Benennung eines oder einer Informationssicherheitsbeauftragten; ISMS.1.A2: Festlegung der Sicherheitsziele und -strategie; ISMS.1.A3: Erstellung einer Leitlinie zur Informationssicherheit; ORP.3.A1: Sensibilisierung der Institutionsleitung für Informationssicherheit,"Die Grundschutz++-Anforderung verlangt die formale Zuweisung bzw. Verpflichtung der Institutionsleitung inklusive Gesamtverantwortung, Festlegung und Überwachung von Sicherheitszielen, Förderung des ISMS sowie Unterstützung durch Ressourcen und Beteiligung. ISMS.1.A1 deckt die Übernahme der Gesamtverantwortung, Steuerung/Kontrolle, Vorbildfunktion und Ressourcenausstattung ab. ISMS.1.A2 deckt das Festlegen von Sicherheitszielen und -strategie sowie deren regelmäßige Überprüfung ab. ISMS.1.A3 deckt die Verabschiedung einer Sicherheitsleitlinie mit Sicherheitszielen, Bezug zu Organisationszielen und Organisationsstruktur ab. ISMS.1.A4 deckt die Benennung des ISB, dessen Förderung des ISMS sowie die Ressourcenausstattung und Berichtsmöglichkeit an die Leitung ab. ORP.3.A1 ergänzt die explizite Unterstützung der Leitung für Sicherheitsmaßnahmen und deren Vorbildrolle. Zusammen ist die inhaltliche Zielsetzung der GS++-Anforderung vollständig abgedeckt.","Keine wesentlichen Lücken; die formale 'Verpflichtung der Institutionsleitung' wird im klassischen Grundschutz nicht als eigener Begriff so benannt, die geforderten Inhalte sind jedoch über die genannten Anforderungen abgedeckt.",gpt-5.4-mini,2026-04-21T09:50:43
GC.6.1.3,Erstellung einer Sicherheitsleitlinie,normal-SdT,voll,0.93,ISMS.1.A3; ISMS.1.A1; ISMS.1.A11; ORP.3.A1; OPS.1.2.4.A8,ISMS.1.A3: Erstellung einer Leitlinie zur Informationssicherheit; ISMS.1.A1: Übernahme der Gesamtverantwortung für Informationssicherheit durch die Leitung; ISMS.1.A11: Aufrechterhaltung der Informationssicherheit; ORP.3.A1: Sensibilisierung der Institutionsleitung für Informationssicherheit; OPS.1.2.4.A8: Informationsfluss zwischen Mitarbeitenden und Institution,"GC.6.1.3 fordert die Festlegung einer für die Institution passenden Sicherheitsleitlinie als zentrales, an Mitarbeitende zu kommunizierendes Dokument mit Gesamtverantwortung der Leitung, Informationssicherheitszielen, Strategie, Rollen/Zuständigkeiten und kontinuierlicher Verbesserung. ISMS.1.A3 deckt die Erstellung, Verabschiedung, Inhalte (Stellenwert, Ziele, Sicherheitsstrategie, Organisationsstruktur, Geltungsbereich) und Kommunikation an alle Mitarbeitenden direkt ab. ISMS.1.A1 ergänzt die explizite Gesamtverantwortung der Leitung sowie die Festlegung von Zuständigkeiten. ISMS.1.A11 ergänzt die regelmäßige Überprüfung und Aktualisierung der Leitlinie und der Sicherheitsstruktur, was die kontinuierliche Verbesserung abbildet. ORP.3.A1 und OPS.1.2.4.A8 stützen die erforderliche Kommunikation/Sensibilisierung gegenüber Mitarbeitenden, sind aber nur flankierend relevant. Insgesamt ist die Grundschutz++-Anforderung inhaltlich vollständig abgedeckt.",,gpt-5.4-mini,2026-04-21T09:50:43
GC.6.1.4,Freigabe der Sicherheitsleitlinie,normal-SdT,voll,0.98,ISMS.1.A3,ISMS.1.A3: Erstellung einer Leitlinie zur Informationssicherheit,"Die GS++-Anforderung verlangt, dass die festgelegte Sicherheitsleitlinie von der Institutionsleitung autorisiert wird. ISMS.1.A3 fordert inhaltlich genau dies: Die Institutionsleitung MUSS eine übergeordnete Leitlinie zur Informationssicherheit verabschieden. Damit ist die erforderliche Freigabe/Autorisation durch die Leitung direkt abgedeckt.",,gpt-5.4-mini,2026-04-21T09:50:43
GC.7.1,Verfahren und Regelungen,normal-SdT,voll,0.91,ORP.5.A4; ORP.5.A1; ORP.5.A2,ORP.5.A4: Konzeption und Organisation des Compliance Managements; ORP.5.A1: Identifikation der Rahmenbedingungen; ORP.5.A2: Beachtung der Rahmenbedingungen,"GC.7.1 fordert ein Verfahren zur Sammlung, Integration und Priorisierung aller für das ISMS relevanten Rahmenbedingungen. ORP.5.A1 deckt die Identifikation und Dokumentation aller gesetzlichen, vertraglichen und sonstigen Vorgaben ab. ORP.5.A4 ergänzt dies um den Aufbau eines Prozesses zur Identifikation relevanter Vorgaben sowie geeigneter Prozesse/Organisationsstrukturen zur Gewährleistung des Überblicks und zur Integration sicherheitsrelevanter Anforderungen. ORP.5.A2 deckt die Beachtung dieser identifizierten Anforderungen in Planung und Konzeption sowie die Festlegung von Zuständigkeiten und Maßnahmen zur Vermeidung/Behebung von Verstößen ab. Zusammengenommen wird damit der geforderte Verfahrens- und Regelungsrahmen inhaltlich vollständig abgedeckt.",,gpt-5.4-mini,2026-04-21T09:50:43
GC.7.1.1,Gesetzliche Verpflichtungen,normal-SdT,teilweise,0.95,ORP.5.A4,ORP.5.A4: Konzeption und Organisation des Compliance Managements,"ORP.5.A4 deckt den Kern der Anforderung ab, nämlich die Identifikation relevanter gesetzlicher Vorgaben und den Aufbau eines Prozesses, um diese für die Institution zu überblicken und zu berücksichtigen. Damit ist die geforderte Analyse gesetzlicher Verpflichtungen inhaltlich im Wesentlichen enthalten. Die spezifische Grundschutz++-Formulierung verlangt jedoch explizit die Analyse der gesetzlichen Verpflichtungen mit Bezug auf die Verarbeitung von Informationen; diese Fokussierung und die Dokumentation der Verpflichtungen werden in ORP.5.A4 nur allgemein adressiert.","Es fehlt die explizite Ausrichtung auf gesetzliche Verpflichtungen, die die Verarbeitung von Informationen betreffen, sowie die klare Forderung nach Dokumentation der identifizierten Verpflichtungen. ORP.5.A4 bleibt allgemeiner bei gesetzlichen, vertraglichen und sonstigen Vorgaben mit Auswirkungen auf das IS-Management.",gpt-5.4-mini,2026-04-21T09:50:43
GC.7.1.2,Anhörung zuständiger Stellen,normal-SdT,teilweise,0.78,ORP.5.A4; DER.2.1.A4; DER.2.2.A1,ORP.5.A4: Konzeption und Organisation des Compliance Managements; DER.2.1.A4: Benachrichtigung betroffener Stellen bei Sicherheitsvorfällen; DER.2.2.A1: Prüfung rechtlicher und regulatorischer Rahmenbedingungen zur Erfassung und Auswertbarkeit,"Die GS++-Anforderung verlangt, dass für Compliance-Verpflichtungen zuständige Stellen innerhalb der Institution angehört werden. ORP.5.A4 deckt den Aufbau eines Compliance-Prozesses zur Identifikation relevanter rechtlicher Vorgaben und die Festlegung Zuständiger ab, aber nicht die explizite Anhörung von Fachstellen. DER.2.1.A4 und DER.2.2.A1 zeigen jeweils die Einbeziehung bzw. Prüfung von Rechtsabteilung, Datenschutzbeauftragten und weiteren Stellen bei rechtlichen Bewertungen; das entspricht inhaltlich dem Konsultationsaspekt. Insgesamt wird die Anhörung zuständiger Stellen jedoch nur indirekt und nur für Teilaspekte abgedeckt, nicht als allgemeine Regel für die Dokumentation aller Compliance-Verpflichtungen.","Es fehlt die explizite, allgemeine Vorgabe, dass die für gesetzliche Verpflichtungen in der Informationsverarbeitung zuständigen Stellen bereits bei der Dokumentation/Erfassung von Compliance-Verpflichtungen systematisch angehört werden. Die Kandidaten benennen nur einzelne Rollen oder nur anlassbezogene Einbeziehung, nicht die institutionalisierte Anhörung aller relevanten zuständigen Stellen.",gpt-5.4-mini,2026-04-21T09:50:43
GC.7.1.3,Vertragliche Verpflichtungen,normal-SdT,teilweise,0.91,ORP.5.A4; OPS.1.2.5.A19,ORP.5.A4: Konzeption und Organisation des Compliance Managements; OPS.1.2.5.A19: Fernwartung durch Dritte,"ORP.5.A4 deckt den allgemeinen Teil ab, dass relevante vertragliche Vorgaben im Compliance-Management identifiziert und berücksichtigt werden sollen. OPS.1.2.5.A19 deckt den spezifischen Fall vertraglicher Regelungen mit externen Wartungspersonen ab. Die GS++-Anforderung fordert jedoch ausdrücklich die Dokumentation einer Zusammenstellung aller vertraglichen Verpflichtungen, die die Informationsverarbeitung der Institution betreffen; dieser generelle Dokumentations-/Zusammenstellungsaspekt wird durch die Kandidaten nur indirekt bzw. nur für Teilbereiche adressiert.","Es fehlt die explizite Anforderung, alle vertraglichen Verpflichtungen mit Bezug zur Informationsverarbeitung institutionenweit zusammenzustellen und zu dokumentieren. ORP.5.A4 verlangt Identifikation/Übersicht über Vorgaben, aber nicht die dokumentierte Zusammenstellung solcher Verpflichtungen; OPS.1.2.5.A19 ist auf Fernwartung durch Dritte beschränkt.",gpt-5.4-mini,2026-04-21T09:50:43
GC.7.1.4,Prävention von Verstößen,normal-SdT,teilweise,0.71,ORP.5.A2; OPS.3.2.A8; OPS.2.3.A9; OPS.1.1.6.A13; INF.14.A7,ORP.5.A2: Beachtung der Rahmenbedingungen; OPS.3.2.A8: Erstellung einer Richtlinie für die Outsourcing-Dienstleistungen; OPS.2.3.A9: Etablierung einer Richtlinie zur Auslagerung; OPS.1.1.6.A13: Trennung der Testumgebung von der Produktivumgebung; INF.14.A7: Festlegung einer Sicherheitsrichtlinie für die GA,"Die GS++-Anforderung fordert allgemein Verfahren zur Prävention von Verstößen; die Guidance konkretisiert dies u. a. durch Schulungen, Berücksichtigung von Compliance-Verpflichtungen in Freigabe- und Testprozessen sowie eine konstruktive Fehlerkultur. Inhaltlich passend sind ORP.5.A2 (explizit Maßnahmen zur Vermeidung von Verstößen), OPS.3.2.A8 und OPS.2.3.A9 (Test- und Freigabeverfahren unter Berücksichtigung von Compliance-Risiken), OPS.1.1.6.A13 sowie INF.14.A7 (Vorgaben für Test/Freigabe bzw. Entwicklung und Test).",Nicht vollständig abgedeckt sind die explizit genannten Präventionsaspekte wie zielgruppengerechte Schulungen aller für Umsetzung und Einhaltung zuständigen Personen sowie die Förderung einer konstruktiven Fehlerkultur. Ein allgemeines Präventionsverfahren wird durch die Kandidaten nur indirekt bzw. für Teilaspekte gefordert.,gpt-5.4-mini,2026-04-21T09:50:43
GC.8.1,Verfahren zur Ressourcenplanung,normal-SdT,teilweise,0.84,ISMS.1.A15; OPS.1.1.1.A4; DER.3.1.A7,ISMS.1.A15: Wirtschaftlicher Einsatz von Ressourcen für Informationssicherheit; OPS.1.1.1.A4: Bereitstellen ausreichender Personal- und Sachressourcen; DER.3.1.A7: Erstellung eines Auditprogramms,"Die GS++-Anforderung verlangt ein Verfahren zur kontinuierlichen und wirtschaftlichen Planung von Ressourcen für das ISMS inklusive personeller, finanzieller und materiell/technischer Ressourcen. ISMS.1.A15 deckt den wirtschaftlichen Einsatz sowie die Bezifferung und Bereitstellung von Ressourcen für Informationssicherheit ab. OPS.1.1.1.A4 adressiert die Planung ausreichender Personal- und Sachressourcen sowie die regelmäßige Anpassung der Ressourcenplanung. DER.3.1.A7 ergänzt dies um Reserven in der jährlichen Ressourcenplanung und einen kontinuierlichen Verbesserungsprozess. Zusammen sind wesentliche Inhalte abgedeckt, jedoch nicht explizit ein formales, ISMS-weites Verfahren für die kontinuierliche Gesamt-Ressourcenplanung über alle Ressourcenarten hinweg.","Nicht explizit abgedeckt ist ein verbindlich verankertes Verfahren zur kontinuierlichen ISMS-Ressourcenplanung als organisatorischer Prozess; außerdem fehlt die klare, vollständige Benennung aller drei Ressourcenarten in einem zusammenhängenden Anforderungskontext und die explizite ISMS-Bezugnahme für die materielle/technische sowie finanzielle Planung in einem einzigen Verfahren.",gpt-5.4-mini,2026-04-21T09:50:43
GC.8.1.1,Festlegung von Rollen und Zuständigkeiten,normal-SdT,voll,0.96,ISMS.1.A6,ISMS.1.A6: Aufbau einer geeigneten Organisationsstruktur für Informationssicherheit,"ISMS.1.A6 beschreibt eine übergreifende Organisationsstruktur für Informationssicherheit, in der Rollen definiert, qualifizierte Personen benannt und Aufgaben, Rollen, Verantwortungen und Kompetenzen nachvollziehbar zugewiesen werden müssen. Das deckt die GS++-Anforderung zur Festlegung von Rollen und Zuständigkeiten im ISMS inklusive Kompetenzen/Befugnissen inhaltlich direkt ab. Der Hinweis auf ausreichende Ressourcen und Vertretungsregelungen geht sogar darüber hinaus.",,gpt-5.4-mini,2026-04-21T09:50:43
GC.8.1.1.1,Informationssicherheitsbeauftragter,normal-SdT,teilweise,0.91,ISMS.1.A4; ISMS.1.A1; IND.1.A1,ISMS.1.A4: Benennung eines oder einer Informationssicherheitsbeauftragten; ISMS.1.A1: Übernahme der Gesamtverantwortung für Informationssicherheit durch die Leitung; IND.1.A1: Einbindung in die Sicherheitsorganisation,"Die GS++-Anforderung fordert die Benennung eines Informationssicherheitsbeauftragten (ISB) mit unmittelbarer Unterstellung unter die Institutionsleitung sowie die operative Koordination der Informationssicherheit. ISMS.1.A4 deckt die Benennung des ISB, die Förderung der Informationssicherheit und die Mitsteuerung/Koordination des Sicherheitsprozesses ab; zudem ist dort ein direktes Berichtsrecht an die Leitung vorgesehen. ISMS.1.A1 deckt die Gesamtverantwortung und die Festlegung von Zuständigkeiten durch die Leitung ab, was den Leitungsbezug der Rolle stützt. IND.1.A1 verlangt ebenfalls eine gesamtverantwortliche Person für Informationssicherheit im OT-Bereich. Keine der Kandidaten formuliert jedoch ausdrücklich, dass die Rolle des ISB in jeder Institution zwingend zu besetzen und unmittelbar der Institutionsleitung unterstellt sein muss.","Es fehlt die explizite Vorgabe, dass der ISB in jeder Institution unabhängig von Art und Größe verpflichtend zu besetzen ist, sowie die eindeutige unmittelbare Unterstellung unter die Institutionsleitung als Rollenbeschreibung. Außerdem ist die Benennung als generelle Governance-/Compliance-Anforderung nicht vollständig in der Tiefe abgebildet.",gpt-5.4-mini,2026-04-21T09:50:43
