gspp_id,gspp_title,gspp_level,coverage,confidence,gs_ids,gs_titles,rationale,gap_notes,model,timestamp
GC.6.1,Festlegung von Zielen für die Informationssicherheit,normal-SdT,teilweise,0.90,ISMS.1.A3,ISMS.1.A3: Erstellung einer Leitlinie zur Informationssicherheit,"Die GS++-Anforderung GC.6.1 verlangt explizit die Entwicklung konkreter und messbarer Ziele für die Informationssicherheit basierend auf Rahmenbedingungen. GS-Anforderung ISMS.1.A3 deckt grundsätzlich die Verankerung von Sicherheitszielen in einer Leitlinie ab, jedoch spezifischere Details zu Messbarkeit und Bezug zur praktischen Umsetzung fehlen.","Die GS-Anforderung ISMS.1.A3 beschreibt die Rolle von Sicherheitszielen in einer Leitlinie, geht jedoch nicht explizit darauf ein, wie konkrete und messbare Ziele zu entwickeln und umzusetzen sind. Der Bezug zur Messbarkeit und Kontextberücksichtigung fehlt spezifisch.",gpt-4o-2024-11-20,2026-04-20T22:33:48
GC.6.1.1,Festlegung einer Sicherheitsstrategie,normal-SdT,voll,0.90,ISMS.1.A2,ISMS.1.A2: Festlegung der Sicherheitsziele und -strategie,"Die Anforderung ISMS.1.A2 aus dem Baustein ISMS.1 deckt inhaltlich die GC++-Anforderung GC.6.1.1 vollständig ab, da sie explizit die Festlegung von Sicherheitszielen und einer Sicherheitsstrategie durch die Institutionsleitung verlangt, was dem Ziel entspricht, eine übergeordnete Sicherheitsstrategie zu entwickeln.","Keine Lücken vorhanden, da die GS-Anforderung inhaltlich deckungsgleich ist mit der GS++-Anforderung hinsichtlich Ziel und Umsetzungsspielraum für eine Sicherheitsstrategieentwicklung und -festlegung durch die Institutionsleitung und Governance-Stellen der Organisation (siehe Guidance in GC.6.1.1).",gpt-4o-2024-11-20,2026-04-20T22:33:48
GC.6.1.2,Verpflichtung der Institutionsleitung,normal-SdT,teilweise,0.90,ISMS.1.A1; ISMS.1.A2; ISMS.1.A3,ISMS.1.A1: Übernahme der Gesamtverantwortung für Informationssicherheit durch die Leitung; ISMS.1.A2: Festlegung der Sicherheitsziele und -strategie; ISMS.1.A3: Erstellung einer Leitlinie zur Informationssicherheit,"Die GC++-Anforderung GC.6.1.2 beschreibt die Verpflichtung der Institutionsleitung, sich aktiv an den Sicherheitsprozessen zu beteiligen, diese zu fördern und die notwendigen Mittel bereitzustellen. Die klassischen IT-Grundschutz-Anforderungen ISMS.1.A1, ISMS.1.A2 und ISMS.1.A3 thematisieren Aspekte dieser Verpflichtung wie Verantwortung, Festlegung von Sicherheitszielen und Strategien, sowie das Unterstützen der Sicherheitsorganisationen, jedoch ohne vollumfänglich auf alle Bestandteile wie kontinuierliche Verbesserung im Sinne eines umfassenden ISMS einzugehen.","Die GC++-Anforderung hebt zusätzlich stärkere Betonung auf die kontinuierliche Verbesserung durch die Institutionsleitung und zusätzliche funktionale Anforderungen an die Ressourcenbereitstellung und ständige Überwachung der Sicherheitsziele, was in den genannten Grundschutz-Anforderungen teilweise weniger explizit berücksichtigt wird. Diese erweiterten Aspekte erklären die nur teilweise Abdeckung durch die IT-Grundschutz-Anforderungen der Basisstufe und Standardstufe 2023 aus den genannten Bausteinen insbesondere ISMS.1.x sowie ORP.xx wenige anderen Levels-Satzungen grenzen sich hier aussprechend ab und definiert noch zusätzlich die Rahmenbedingungen struktureller Integrität einzelner Unterabschnittbeiche positiver Aufgabenrichtungen reglementiedruck und Defensation Basisbegründung quasi einheitlich.",gpt-4o-2024-11-20,2026-04-20T22:33:48
GC.6.1.3,Erstellung einer Sicherheitsleitlinie,normal-SdT,voll,0.95,ISMS.1.A3,ISMS.1.A3: Erstellung einer Leitlinie zur Informationssicherheit,Die Grundschutzanforderung ISMS.1.A3 deckt sowohl in ihrer Verpflichtung zur Erstellung als auch in ihren spezifischen Anforderungen an eine Sicherheitsleitlinie die Inhalte von GC.6.1.3 vollständig ab.,"Keine fehlenden Aspekte festgestellt, da ISMS.1.A3 die Kernanforderungen der Sicherheitsleitlinie explizit adressiert, einschließlich der Kommunikation und regelmäßigen Überarbeitung dieser Leitlinie.",gpt-4o-2024-11-20,2026-04-20T22:33:48
GC.6.1.4,Freigabe der Sicherheitsleitlinie,normal-SdT,voll,0.90,ISMS.1.A3,ISMS.1.A3: Erstellung einer Leitlinie zur Informationssicherheit,"Die Anforderung ISMS.1.A3 behandelt umfassend die Erstellung und Freigabe einer Sicherheitsleitlinie, einschließlich deren Freigabe durch die Institutionsleitung. Diese deckt die wesentlichen Punkte der Grundschutz++-Anforderung GC.6.1.4 ab.",Keine relevanten inhaltlichen Punkte fehlen; daher ist die Abdeckung vollständig.,gpt-4o-2024-11-20,2026-04-20T22:33:48
GC.7.1,Verfahren und Regelungen,normal-SdT,teilweise,0.90,ORP.5.A4; ORP.5.A1; ORP.5.A2,ORP.5.A4: Konzeption und Organisation des Compliance Managements; ORP.5.A1: Identifikation der Rahmenbedingungen; ORP.5.A2: Beachtung der Rahmenbedingungen,"Die Anforderungen ORP.5.A4 und ORP.5.A1 adressieren die Identifikation und Organisation der relevanten Rahmenbedingungen für ein Compliance Management, was teils mit der formulierten Grundschutz++-Anforderung übereinstimmt.","Die spezifische Vorgabe zur Priorisierung der Rahmenbedingungen ist nicht abgedeckt, ebenso wie die explizite Erwähnung der institutionellen Verankerung eines umfassenden Verfahrens. Fehlende Hinweise zu spezifischen Leitlinien für die Festlegung solcher Verfahren und Regelungen machen die Abdeckung unvollständig.",gpt-4o-2024-11-20,2026-04-20T22:33:48
GC.7.1.1,Gesetzliche Verpflichtungen,normal-SdT,voll,0.90,2,,Die Grundschutz-Anforderung ORP.5.A4 behandelt die Identifikation und Organisation der rechtlichen und regulatorischen Anforderungen und die Integration dieser in das Compliance-Management der Institution. Diese Aspekte decken die wesentlichen Inhalte der IT-Grundschutz++-Anforderung GC.7.1.1 zur Analyse und Dokumentation gesetzlicher Verpflichtungen vollständig ab.,,gpt-4o-2024-11-20,2026-04-20T22:33:48
GC.7.1.2,Anhörung zuständiger Stellen,normal-SdT,teilweise,0.85,ORP.5.A4,ORP.5.A4: Konzeption und Organisation des Compliance Managements,"Die Anforderung ORP.5.A4 adressiert organisatorische Maßnahmen zur Identifikation und Handhabung von Compliance-Verpflichtungen, beinhaltet jedoch keine explizite Konsultation einzelner Zuständiger, wie in GC.7.1.2 gefordert.","Die explizite Forderung, zuständige Stellen anzuhören, wird in der Kandidatenanforderung nicht direkt erwähnt oder als verpflichtend dargestellt.",gpt-4o-2024-11-20,2026-04-20T22:33:48
GC.7.1.3,Vertragliche Verpflichtungen,normal-SdT,teilweise,0.80,ORP.5.A4,ORP.5.A4: Konzeption und Organisation des Compliance Managements,"Die Anforderung ORP.5.A4 umfasst die Etablierung eines Prozesses zur Identifikation relevanter gesetzlicher, vertraglicher und sonstiger Vorgaben, was die vertraglichen Verpflichtungen hinsichtlich der Verarbeitung von Informationen mit abdecken könnte.","Die spezifische Dokumentation und Zusammenstellung bestehender vertraglicher Verpflichtungen, wie in der GS++-Anforderung gefordert, wird nicht explizit verlangt, sondern nur implizit durch die gesamtheitliche Kontextkonzeption des Compliance Managements.",gpt-4o-2024-11-20,2026-04-20T22:33:48
GC.7.1.4,Prävention von Verstößen,normal-SdT,teilweise,0.80,ORP.5.A8; ORP.5.A2,ORP.5.A8: Regelmäßige Überprüfungen des Compliance Managements; ORP.5.A2: Beachtung der Rahmenbedingungen,"Die Anforderungen ORP.5.A8 und ORP.5.A2 decken Elemente der Compliance und Verstöße im Rahmen von organisatorischen Regelungen und Präventionsmaßnahmen ab. Die präzisen, in GC.7.1.4 spezifizierten Methodiken wie zielgruppenspezifische Schulungen oder Förderung einer Fehlerkultur, kommen nur indirekt vor.","Die Kandidaten enthalten keine direkte Berücksichtigung von zielgruppenspezifischen Schulungen oder einer konstruktiven Fehlerkultur, wie in GC.7.1.4 beschrieben.",gpt-4o-2024-11-20,2026-04-20T22:33:48
GC.8.1,Verfahren zur Ressourcenplanung,normal-SdT,teilweise,0.85,OPS.1.1.1.A4; ISMS.1.A15,OPS.1.1.1.A4: Bereitstellen ausreichender Personal- und Sachressourcen; ISMS.1.A15: Wirtschaftlicher Einsatz von Ressourcen für Informationssicherheit,"Die genannten Anforderungen adressieren unterschiedliche Aspekte der Ressourcenplanung im Kontext der Informationssicherheitsorganisation, gehen jedoch nicht umfassend auf die Etablierung eines durchgängigen und wirtschaftlichen Planungsverfahrens für alle ISMS-bezogenen Ressourcen ein.","Keine Anforderung deckt den Aspekt einer systematischen, kontinuierlichen Planung aller ISMS-bezogenen Ressourcen explizit und umfassend ab. Es gibt lediglich Hinweise auf Aspekte der Ressourcenbereitstellung oder Teilaspekte der Planung in bestimmten Kontexten (z. B. Personalressourcen).",gpt-4o-2024-11-20,2026-04-20T22:33:48
GC.8.1.1,Festlegung von Rollen und Zuständigkeiten,normal-SdT,voll,0.90,11,,"Die IT-Grundschutz-Anforderung ISMS.1.A6 definiert mit umfassendem Detailgrad die Festlegung von Rollen und Zuständigkeiten im Rahmen eines ISMS. Sie beschreibt, dass die Aufgaben, Rollen, Verantwortungen und Kompetenzen klar definiert und geeignet zugewiesen sein müssen. Genau dies wird durch die GS++-Anforderung GC.8.1.1 adressiert.",Keine Lücken. Die Anforderungen decken sich vollständig.,gpt-4o-2024-11-20,2026-04-20T22:33:48
GC.8.1.1.1,Informationssicherheitsbeauftragter,normal-SdT,teilweise,0.95,ISMS.1.A4,ISMS.1.A4: Benennung eines oder einer Informationssicherheitsbeauftragten,"Die Kandidatenanforderung ISMS.1.A4 beschreibt die Benennung eines oder einer ISB sowie deren Aufgaben und steht somit in inhaltlichem Bezug zur GS++-Anforderung GC.8.1.1.1. Dennoch werden nicht alle spezifischen Details und Tätigkeiten abgedeckt, die in der GS++-Anforderung erwähnt werden.","In der Kandidatenanforderung fehlen ausdrücklich formulierte Aufgaben wie die Untersuchung von sicherheitsrelevanten Vorfällen sowie die Sensibilisierung und Schulung von Mitarbeitenden bezüglich Informationssicherheit. Ebenso ist die detaillierte Beschreibung des Berichtsweges und der strategischen Aufgaben weniger spezifisch formuliert als in der GS++-Anforderung, insbesondere hinsichtlich des operativen Steuerungsumfangs und der Einbindung bei der Konzeptentwicklung für Informationssicherheit. Weiterhin werden die namentlich genannten alternativen Bezeichnungen wie beispielsweise CISO oder ISM nicht erwähnt.",gpt-4o-2024-11-20,2026-04-20T22:33:48
GC.8.1.1.1.1,Vorspracherecht des Informationssicherheitsbeauftragten,normal-SdT,teilweise,0.90,ISMS.1.A4,ISMS.1.A4: Benennung eines oder einer Informationssicherheitsbeauftragten,"Die Anforderung ISMS.1.A4 enthält die Vorgabe, dass der ISB die Möglichkeit eingeräumt werden muss, direkt an die Institutionsleitung zu berichten. Dies deckt den Kern der Grundschutz++-Anforderung GC.8.1.1.1.1 ab, allerdings wird in ISMS.1.A4 nur die Möglichkeit erwähnt und nicht explizit der Fokus auf unverändertes Vorspracherecht gelegt.",Die spezifische Klarheit über das unverfälschte Vorspracherecht des ISB zur Verhinderung einer Beeinflussung von Informationen ist in ISMS.1.A4 nicht enthalten.,gpt-4o-2024-11-20,2026-04-20T22:33:48
GC.8.1.2,Stellvertreterregelungen,normal-SdT,voll,0.95,13,,"Die Anforderung ISMS.1.A6 deckt alle Aspekte der Stellvertreterregelungen in der Sicherheitsorganisation gemäß der GS++-Anforderung präzise ab. Sie benennt notwendige Vertretungsregelungen explizit und beschreibt alle relevanten Maßnahmen, die im Sicherheitskontext erforderlich sind.","Keine Lücken in der Abdeckung festgestellt, da die ISMS.1.A6-Anforderung stellvertretende Regelungen und Zuweisungen für Informationssicherheitsrollen vollumfänglich abdeckt, wie die GS++-Anforderung fordert.",gpt-4o-2024-11-20,2026-04-20T22:33:48
GC.8.1.3,Vermeidung von Interessenkonflikten,normal-SdT,teilweise,0.80,OPS.1.1.1.A2,OPS.1.1.1.A2: Festlegung von Rollen und Berechtigungen für den IT-Betrieb,Die ausgewählte Kandidatin deckt Aspekte der Trennung von Rollen und Berechtigungen im IT-Betrieb ab und verweist auf notwendige organisatorische Maßnahmen. Jedoch wird die normative Abdeckung von Interessenkonflikten in der Sicherheitsorganisation nicht vollständig behandelt.,"Was fehlt: Eine allgemeine, auf das gesamte ISMS anwendbare Maßnahme zur systematischen Vermeidung von Interessenkonflikten bei Governance und Compliance, einschließlich der Richtlinien zum Aufbau der strukturbedingten Rollenverteilung.",gpt-4o-2024-11-20,2026-04-20T22:33:48
GC.8.1.4,Festlegung einer Sicherheitsorganisation,normal-SdT,teilweise,0.85,ORP.5.A4; IND.1.A1,ORP.5.A4: Konzeption und Organisation des Compliance Managements; IND.1.A1: Einbindung in die Sicherheitsorganisation,"Die GS++-Anforderung GC.8.1.4 fokussiert sich umfassend auf die Festlegung und Dokumentation einer Sicherheitsorganisation für ein ISMS inklusive ihrer Schnittstellen zu anderen Bereichen wie Datenschutz und Arbeitsschutz. Die Kandidat*innenn [1] und [6] behandeln Aspekte dieses Themas, wie die Einbindung in eine Sicherheitsorganisation und die Identifikation sowie die Schaffung von Organisationsstrukturen zur Unterstützung von Compliance- und Sicherheitsanforderungen.",Die GS++-Anforderung geht spezifischer auf die vollständige Verankerung und Darstellung der Sicherheitsorganisation ein. Elemente wie die Umsetzung durch Organigramme und die explizite Beschreibung aller relevanten Rollen und Zuständigkeiten sind in den GS-Anforderungen nicht vollständig reflektiert.,gpt-4o-2024-11-20,2026-04-20T22:33:48
GC.8.1.5,Sicherstellung der Qualifikation,normal-SdT,teilweise,0.90,5; 13,,"GC.8.1.5 deklariert das grundlegende Erfordernis, dass für Rollen sowie Verantwortungsträger notwendige Anforderungen und Fähigkeiten definiert werden müssen. Dies reflektiert sich in mehreren Aspekten der angegebenen Grundschutzanforderungen.","Die spezifische Forderung nach Festlegung von Anforderungen und Fähigkeiten für jede Rolle und Verantwortung ist nicht in vollem Umfang abgedeckt. ORP.2.A15 adressiert zwar die Überprüfung der Qualifikation von Personal allgemein und ISMS.1.A6 erwähnt die Zuweisung qualifizierter Personen für Sicherheitsrollen, jedoch bleibt die vollständige Abdeckung der Definition spezifischer Rollenausprägungen und deren notwendigen Fähigkeiten unadressiert.",gpt-4o-2024-11-20,2026-04-20T22:33:48
GC.8.1.6,Ressourcen für den Informationssicherheitsbeauftragten,normal-SdT,teilweise,0.98,ISMS.1.A4; ISMS.1.A5; ISMS.1.A6,ISMS.1.A4: Benennung eines oder einer Informationssicherheitsbeauftragten; ISMS.1.A5: Vertragsgestaltung bei Bestellung eines oder einer externen Informationssicherheitsbeauftragten; ISMS.1.A6: Aufbau einer geeigneten Organisationsstruktur für Informationssicherheit,"ISMS.1.A4 fordert explizit die Ausstattung des ISB mit Ressourcen, deckt jedoch nicht die Details der GC++-Erklärung ab. ISMS.1.A6 und ISMS.1.A5 ergänzen dies bezüglich der Struktur und externen Unterstützung.",Die spezifische Notwendigkeit einer geplanten Ressourcenbewilligung gemäß dem guidance der GC++-Anforderung ist nicht vollständig berücksichtigt.,gpt-4o-2024-11-20,2026-04-20T22:33:48
GC.9.1,Festlegung eines Verfahrens zum Kommunikationsmanagement,normal-SdT,keine,0.90,,,Keine der vorliegenden Grundschutz-Bausteine deckt vollständig oder teilweise die Anforderungen des Grundschutz++-Objekts an ein umfassendes Kommunikationsmanagementverfahren im Kontext eines ISMS ab.,"Ein spezifisches Verfahren für das Kommunikationsmanagement, einschließlich der internen und externen Kommunikation, Zuständigkeiten und relevanten Behörden- und Kontaktidentifikation, wird nicht beschrieben.",gpt-4o-2024-11-20,2026-04-20T22:33:48
GC.9.1.1,Externer Austausch zur Informationssicherheit,normal-SdT,keine,0.95,,,"Keiner der Kandidaten adressiert den spezialisierten Austausch zur Informationssicherheit mit externen Parteien, wie in der GC++-Anforderung beschrieben.","Die betrachteten Anforderungen behandeln Aspekte wie Compliance Management, Schutz externer Schnittstellen oder spezifische technische Maßnahmen, decken jedoch nicht den Aspekt des externen Austauschs von Governance und Compliance zur Informationssicherheit ab.",gpt-4o-2024-11-20,2026-04-20T22:33:48
GC.9.1.2,Kommunikation im Projektmanagement,normal-SdT,teilweise,0.90,2; 4,,"Die GS++-Anforderung beschreibt die Notwendigkeit der Einbindung eines ISBs bei sicherheitsrelevanten Projekten und gibt spezifische Empfehlungen zur zeitlichen Verankerung dieser Einbindung. Die IT-Grundschutz-Anforderungen ISMS.1.A9 und ISMS.1.A4 berühren zwar ähnliche Aspekte, insbesondere die Notwendigkeit der Integration von Sicherheitsmanagement und die frühzeitige Beteiligung des ISB, konkretisieren jedoch nicht umfassend, wie diese Einbindung über den Projektverlauf hinweg zu erfolgen hat.","Der Aspekt, dass ein spezifisches Verfahren mit zeitlichen Festlegungen zur Einbindung von ISB und weiteren Organen in sicherheitsrelevanten Projekten definiert werden soll, wird durch keine der Kandidatenanforderungen vollständig adressiert.",gpt-4o-2024-11-20,2026-04-20T22:33:48
GC.9.1.3,Dokumentenlenkung,normal-SdT,teilweise,0.90,9,,"Die GS-Anforderung ISMS.1.A13 beschäftigt sich mit der geregelten Erstellung und Archivierung von Dokumentationen im Rahmen des Sicherheitsmanagementprozesses, einschließlich der Anforderungen an Aktualität und zentralisierte Archivierung von Dokumentversionen. Damit berührt sie Teile der Themenfelder der GS++-Anforderung GC.9.1.3 zur Dokumentenlenkung, insbesondere in Bezug auf Änderungsmanagement, Versionierung und Archivierung.","Die spezifischen Aspekte der GC.9.1.3-Anforderung, wie die Sicherheitsklassifikation, einheitliche Formate und besondere Vorgaben für die Steuerung der Dokumentschöpfung über deren gesamten Lebenszyklus, werden von ISMS.1.A13 nicht vollständig adressiert. Diese zusätzlichen Anforderungen fehlen in den IT-Grundschutz-Bausteinen.",gpt-4o-2024-11-20,2026-04-20T22:33:48
GC.10.1,Festlegung von Vorgehensweisen,normal-SdT,teilweise,0.80,ORP.5.A4; DER.3.1.A5,ORP.5.A4: Konzeption und Organisation des Compliance Managements; DER.3.1.A5: Integration in den Informationssicherheitsprozess,Die Anforderungen ORP.5.A4 und DER.3.1.A5 entsprechen in Teilen der GS++-Anforderung GC.10.1 hinsichtlich der Festlegung von Zuständigkeiten und Prozessen sowie der Verknüpfung der Ergebnisse in das ISMS.,Die spezifische Anforderung nach einer auf die Institution zugeschnittenen Dokumentation der Verfahren und der expliziten Berücksichtigung der kontinuierlichen Verbesserung fehlen.,gpt-4o-2024-11-20,2026-04-20T22:33:48
GC.10.2,Freigabe von Vorgehensweisen,normal-SdT,teilweise,0.85,DER.2.1.A7; ISMS.1.A1,DER.2.1.A7: Etablierung einer Vorgehensweise zur Behandlung von Sicherheitsvorfällen; ISMS.1.A1: Übernahme der Gesamtverantwortung für Informationssicherheit durch die Leitung,"Die GS++-Anforderung GC.10.2 'Freigabe von Vorgehensweisen' fordert die Autorisierung und Dokumentation von ISMS-Verfahrensprozessen durch die Institutionsleitung. 'DER.2.1.A7' enthält Ansätze für die Etablierung und Dokumentation von Vorgehensweisen, einschließlich der Verantwortung der Institutionsleitung. 'ISMS.1.A1' bezieht sich auf die Übernahme und Steuerung von Sicherheitsverantwortungen durch die Leitung. Beide Anforderungen betreffen Aspekte der Freigaben und Autorisierungen, obwohl sie nicht ganz den spezifischen Fokus auf die Dokumentation der Prozesse aufweisen.",Es fehlen spezifische Angaben zur Dokumentation der Freigaben und deren Verbindlichkeit sowie die ausdrückliche Einforderung der Institutionsleitungsautorisierung für alle Aspekte von ISMS-Prozessen. Ergänzendes Dokumentationsverfahren fehlt explizit in den Grundschutz-Anforderungen.,gpt-4o-2024-11-20,2026-04-20T22:33:48
GC.11.1,Methodik für das Risikomanagement,normal-SdT,teilweise,0.80,ORP.5.A4; ORP.5.A2,ORP.5.A4: Konzeption und Organisation des Compliance Managements; ORP.5.A2: Beachtung der Rahmenbedingungen,"Die genannten Kandidaten beziehen sich auf Aspekte der Organisation und Methodik von Prozessen und Rahmenbedingungen, jedoch fehlt eine spezifische Ausrichtung auf das Risikomanagement im Kontext von Sicherheitsmetriken.",Die Aspekte der Weiterentwicklung und Berücksichtigung von Kontext und Stakeholder-Anforderungen im Risikomanagement sind nicht umfassend enthalten.,gpt-4o-2024-11-20,2026-04-20T22:33:48
